aid,past_paperCount,first_year,first_genre,past_logCit,post_logCit,post_paperCount,post_career,whole_count,past_es,past_es_dis
2394,56,2003,"[75, 72, 75, 75]",2.3365710909569453,1.558865401468194,14,2,70,0.4727272727272727,0.5389776674292048
2400,69,2004,"[62, 65, 66]",2.2706997523038837,1.3170580337545585,11,1,80,0.5294117647058824,0.5814231828209957
2406,41,1999,"[72, 75, 72]",2.482903226700683,1.5272210772446662,63,6,104,0.275,0.6049400608370524
2416,4,1990,"[72, 74, 71, 71]",0.8958797346140275,1.5902920269293288,10,12,14,0.3333333333333333,0.7174548996724788
2423,6,1990,"[61, 62, 75]",1.3532827088262085,1.561121546986154,55,13,61,0.6,0.3856564254611666
2424,5,1989,"[63, 72, 71, 71]",1.514500597004077,0.7701635339554949,9,9,14,0.5,0.6416032011047795
2432,7,1994,[47],0.7510707674325402,1.416924664710471,34,10,41,0.0,0.21238916094831176
2437,4,1996,"[23, 21, 25, 27]",1.5171063970610277,2.4729611104369575,16,9,20,0.6666666666666666,0.8552264582357735
2453,4,1988,"[61, 61, 61]",1.9061547465398498,1.483066178450658,34,16,38,0.3333333333333333,0.7108435814806682
2457,12,1990,"[71, 75, 75]",2.025278170186367,1.6703025571714067,32,15,44,0.2727272727272727,0.5368028825299092
2458,16,1999,"[73, 78]",1.363102724246636,0.0,1,0,17,0.4,0.6784771339441558
2463,9,1998,"[68, 71]",1.407588454161883,1.7438634751012745,5,2,14,0.625,0.7361691034200988
2464,4,1992,"[74, 78]",1.0397207708399179,1.1889184010016187,14,9,18,0.6666666666666666,0.6112519659997369
2465,25,2000,"[74, 74, 74]",0.8808768057400133,1.5349598802706315,14,5,39,0.3333333333333333,0.5242181547740788
2469,8,1988,[25],1.3569896663782697,0.6931471805599453,2,0,10,0.5714285714285714,0.7935425341177755
2483,16,1993,"[66, 31, 61]",1.4299910251307868,1.137237932661178,12,11,28,0.7333333333333333,0.7302045434176798
2484,3,1995,"[82, 68, 82, 71]",1.7079879931344195,1.0921286374949613,23,9,26,0.5,0.7496431701058879
2493,10,1985,"[63, 72, 78]",1.6270164164581253,2.082343189851234,69,20,79,0.2222222222222222,0.5976839785084225
2501,43,2004,"[81, 81, 61, 61]",1.4064515279976413,1.268887496590107,3,0,46,0.47619047619047616,0.6324519503807262
2511,19,2004,"[61, 67, 63, 2]",1.6780947936871466,1.53638475693756,6,1,25,0.5555555555555556,0.7830691555392195
2517,10,1984,"[47, 3, 47]",2.435876983046847,1.892064474973498,24,21,34,0.3333333333333333,0.6936441719244899
2522,10,1991,"[68, 68, 68, 71]",2.6172050435750407,2.236090200050137,36,14,46,0.5555555555555556,0.674761251564176
2529,22,2001,"[11, 5, 98]",1.5865166285899035,1.7715156537889192,13,4,35,0.6190476190476191,0.796263187756706
2532,10,1993,"[78, 78]",1.2706847933442664,1.4910624710236198,6,9,16,0.5555555555555556,0.6948896643467772
2556,9,1998,"[5, 5, 46, 64]",1.0841450047064496,1.0986122886681098,1,0,10,0.625,0.8604251787944397
2562,8,1997,"[75, 62, 75]",0.7797905781299385,0.5198603854199589,4,6,12,0.7142857142857143,0.44703625052398976
2563,34,1999,"[74, 74, 74]",1.758456671007237,1.8431566786447566,22,5,56,0.15151515151515152,0.4629051875641321
2567,28,1989,"[71, 71, 71]",1.4143745205447948,1.3865059719614525,124,14,152,0.4444444444444444,0.5883405862640692
2569,4,1994,"[34, 34]",1.6809581102053022,1.0639177724806674,6,6,10,1.0,0.9578333808075622
2575,10,2004,"[61, 34, 71]",1.4011498305522043,1.8187930798631928,2,0,12,0.8888888888888888,0.7397864478967351
2579,47,1992,"[68, 68, 61]",2.0557913229907356,1.5645245997691044,92,13,139,0.4782608695652174,0.6041190359388559
2584,11,1987,"[65, 75]",1.2144702835893049,1.2582435359362043,32,15,43,0.5,0.5297563743134628
2599,4,1995,"[62, 71, 71]",1.0691665297540138,1.8759352478933116,15,8,19,1.0,0.7483601726893014
2611,26,1998,"[76, 74, 74]",2.9723761821838073,2.193954183860876,17,7,43,0.24,0.4154088651426849
2613,12,2002,"[74, 68, 73, 74]",1.896011581611124,2.1742872902555606,8,2,20,0.36363636363636365,0.6711250853366301
2622,16,1998,"[63, 78, 78]",2.0185236978605325,2.238491587214165,12,7,28,0.6666666666666666,0.6817045102259128
2625,8,2001,"[78, 77]",1.7274876132831958,1.0986122886681098,2,2,10,0.7142857142857143,0.6438770217309543
2629,3,1992,"[25, 25, 27, 21]",1.1552453009332424,1.520040775794465,14,10,17,1.0,0.8520816981607249
2631,10,2002,"[62, 81, 61]",1.2684044444425087,0.5493061443340549,2,0,12,0.4444444444444444,0.5934995373730685
2632,19,2002,[66],0.965631838134791,0.3662040962227033,3,3,22,0.7222222222222222,0.7023946088712493
2636,11,1999,"[64, 64, 77, 7]",1.6566932639455025,1.4159222460264722,7,6,18,0.5,0.6005648339278414
2637,8,1988,"[62, 63, 64, 78]",1.7568238060721046,1.5876440777225196,17,14,25,0.7142857142857143,0.6541786408843422
2639,20,1991,"[78, 42]",1.490582942042878,1.4077273425044607,24,13,44,0.3684210526315789,0.5943853279100622
2650,22,1991,"[64, 64, 81]",2.12224961698672,1.4127068266651128,26,8,48,0.38095238095238093,0.5777902321960349
2664,5,1980,"[52, 52]",0.9128696382935673,2.0579506110323047,11,23,16,0.0,0.39967959817321885
2668,3,1992,"[73, 73]",1.1945063128187032,1.7768783211467594,18,12,21,1.0,0.7147315347546351
2674,6,1988,"[71, 72, 61]",0.5296756383913243,2.1680124330112194,7,16,13,0.2,0.4742891678448958
2677,13,2005,"[75, 75, 75, 77]",2.2900065706438144,2.3221954495706862,2,0,15,0.3333333333333333,0.37719736341565363
2678,17,1997,"[61, 61, 63, 63]",1.3229493912325037,1.4843678865257592,22,8,39,0.4375,0.6440286313470667
2681,4,1994,"[23, 27]",1.023586140555525,1.9952271114432039,9,3,13,0.3333333333333333,0.3232655280039503
2684,68,2004,"[72, 71, 72, 75]",1.8436320644049848,1.8662816762559324,19,1,87,0.417910447761194,0.5051337758804426
2688,16,2003,"[75, 71, 71, 75]",2.598726634602576,1.5222612188617113,2,1,18,0.4666666666666667,0.44401344519443825
2695,11,1993,"[74, 61, 63, 64]",2.241670608310503,1.2873683096983781,34,11,45,0.5,0.6523939872017791
2697,12,2005,"[79, 71]",1.7124736127149764,1.3862943611198906,1,0,13,0.36363636363636365,0.4118010557486962
2704,24,2002,"[79, 71]",2.1005835288520602,1.696159175458394,7,3,31,0.30434782608695654,0.3822402974603067
2713,14,1995,"[75, 75, 75, 61]",2.247307086287605,2.0451882970272464,3,1,17,0.23076923076923078,0.5198385080073151
2731,31,1993,"[74, 76]",2.0991686893620876,1.4144752286956814,36,12,67,0.2,0.4216483469260654
2739,10,1990,"[25, 12, 13]",0.6356107660695891,1.9093113972820768,29,14,39,0.5555555555555556,0.7594991981797591
2748,10,1998,"[78, 85]",1.682944417744747,1.8902860981332108,42,6,52,0.5555555555555556,0.5891515366520913
2749,48,1991,"[74, 71, 79]",1.788442894535625,2.027505504768412,177,14,225,0.3617021276595745,0.573652888263458
2750,18,2002,"[71, 71, 71]",2.7744900176539877,2.138714524468112,14,3,32,0.6470588235294118,0.7507685607513361
2755,22,1994,"[36, 71]",1.7521934819227796,1.068390541783357,20,9,42,0.5238095238095238,0.6644105779942573
2757,5,1987,"[73, 68, 79]",1.4098509682511673,0.8049699433098928,7,10,12,0.75,0.7614170893396932
2770,9,1989,"[61, 61, 61, 64]",1.561621160952982,1.5862223231270485,22,13,31,0.375,0.4562732202879474
2771,11,2003,"[71, 71, 76]",1.4265635670888759,0.6212266624470001,4,1,15,0.8,0.8623388002321436
2775,3,1987,"[61, 61, 64]",1.3647815207407004,1.202217915531163,54,18,57,0.5,0.6232984616130819
2776,3,1998,"[75, 71, 72, 75]",1.3647815207407004,1.4418173920385091,26,7,29,1.0,0.7279578348411796
2792,8,1985,"[52, 52, 52]",1.3466801386502398,1.5260884950399138,51,19,59,0.8571428571428571,0.8526563311257137
2794,10,2004,[36],1.4544796785140093,0.8958797346140275,2,0,12,0.3333333333333333,0.6837522315483606
2795,11,1998,[61],2.01631714253075,1.8559150992184685,18,7,29,0.6,0.6016483224800192
2796,12,2003,"[73, 71, 73]",1.4424861598013259,0.9729550745276564,2,1,14,0.5454545454545454,0.5575570608674828
2816,4,1999,"[75, 71, 61]",1.7583766210719245,2.0256057018575855,10,5,14,0.3333333333333333,0.4200430034073834
2818,8,2002,"[61, 61, 61, 78]",0.9090497990712558,1.499936556776755,3,1,11,0.42857142857142855,0.6885259647314654
2822,16,2004,"[68, 68, 75]",1.5227328718529787,1.5890269151739727,2,0,18,0.6,0.7641063267652898
2824,5,1993,[68],1.6239392505914498,1.0869815184558942,7,12,12,0.75,0.5575378090017837
2864,6,1991,"[74, 74, 74]",1.5062951844374846,1.5848455082916435,75,14,81,0.8,0.940863474426498
2866,5,1991,"[25, 25, 25, 24]",0.2772588722239781,1.7933061822731031,69,14,74,0.5,0.8594622211102141
2867,8,2000,"[68, 68, 81]",0.9729030020420046,0.6931471805599453,2,2,10,0.5714285714285714,0.6820704084872459
2876,12,2002,"[75, 61, 76, 81]",1.8138799634784633,2.84686606940135,2,2,14,0.6363636363636364,0.6497972378233274
2885,7,1999,"[61, 64, 77, 77]",1.780093817525529,0.5198603854199589,4,2,11,0.16666666666666666,0.4354470883541206
2890,15,1985,"[74, 78, 78]",2.3061757268412273,1.0475596465931736,12,17,27,0.5,0.7840160666871735
2892,26,1994,[73],2.1413478709070466,1.6368439488707514,48,11,74,0.36,0.6500543178065206
2916,13,1996,[75],1.5633605178679308,0.949112819021096,7,4,20,0.6666666666666666,0.7075933834366502
2923,9,1990,"[71, 61, 61, 71]",1.2598413419806056,1.8509895740718707,39,13,48,0.25,0.7113535705322803
2924,7,1997,"[61, 78]",1.0389140560814352,1.075055681536833,5,5,12,0.3333333333333333,0.7029202076755768
2926,19,1993,"[75, 75, 75]",1.8816629001875782,1.8527446004993136,24,11,43,0.3333333333333333,0.4020498538152635
2928,6,1992,[75],1.126928794800676,1.6459857152494677,11,12,17,0.6,0.5562993103867591
2938,9,1988,"[72, 64]",1.027386602065784,1.0691665297540138,4,12,13,0.375,0.6675274917338103
2945,16,2004,"[74, 74, 74]",1.8049134565147766,2.0653979154500663,7,1,23,0.3333333333333333,0.5058106620132572
2956,21,1989,"[75, 71, 71]",1.800444167889132,1.8092337177779367,65,16,86,0.5,0.575978420360389
2965,3,1988,"[74, 61, 62]",1.4999365567767553,1.4602829268490125,75,16,78,1.0,0.7324880324358876
2971,5,1985,[75],1.535572700135642,1.2690909085119682,39,19,44,0.5,0.7550734956360278
2972,10,1995,"[21, 27, 29, 21]",1.2615051572938134,1.9561248699130345,21,10,31,0.6666666666666666,0.7670001615870145
2974,9,1993,"[42, 42]",1.8312374981310287,1.5570763045425144,22,11,31,0.375,0.6805259541920583
2977,19,1999,"[64, 68, 68, 82]",1.9213511233057998,1.6842840070201028,19,6,38,0.2777777777777778,0.7254096279603232
2978,8,1994,"[73, 73]",1.8213892616821832,2.4054782390103777,37,10,45,0.7142857142857143,0.639980812806417
2979,8,2001,"[5, 75, 64]",1.2257619008159348,2.4858157947702955,13,4,21,1.0,0.7550769875673727
2990,6,1989,"[78, 72, 72]",1.7443260682423265,1.7217209937479534,9,9,15,0.2,0.6349776025064304
2993,2,1991,[73],0.8958797346140275,1.5752590890031812,63,14,65,1.0,0.8642033199023018
3001,4,1997,[75],0.6931471805599453,0.940462882478197,11,6,15,0.6666666666666666,0.44086308656683487
3005,14,1997,"[68, 61]",1.610199721651416,0.914541214130375,15,6,29,0.46153846153846156,0.6093195800684181
3016,10,2004,"[75, 75, 85]",0.8014335737299423,1.2424533248940002,2,0,12,0.6666666666666666,0.5752310741417683
3022,14,1998,"[75, 75, 71, 79]",1.4828860274210975,1.1427923417380077,11,6,25,0.5384615384615384,0.5429877995839807
3031,13,1999,"[68, 61]",1.5207436099885998,1.4939036169503197,21,5,34,0.3333333333333333,0.6153204886350435
3036,2,1992,"[79, 34, 68]",1.09861228866811,0.7682945154592216,13,13,15,1.0,0.6963211614028523
3038,14,1996,"[74, 74]",1.179146826609287,1.8260341043513526,41,9,55,0.6923076923076923,0.5912352328534225
3046,12,1999,"[75, 71, 71, 75]",1.8205094389772976,1.949875048638382,7,6,19,0.36363636363636365,0.5460934374574661
3055,9,1994,"[52, 52, 52, 51]",1.5242353568839584,1.248134618018625,9,6,18,0.125,0.7468944633293573
3062,3,1993,"[23, 23, 21, 27]",1.978298065206529,2.037448086913915,19,6,22,0.5,0.4633138712442239
3063,29,2005,"[75, 75, 75]",1.9785104758456589,2.079441541679836,1,0,30,0.6071428571428571,0.6565482040406546
3064,18,1993,"[68, 61, 36]",1.8839015684523082,2.033326960898042,83,12,101,0.5294117647058824,0.6023865922113764
3071,28,1992,"[71, 71, 71]",1.8198791782855555,1.4812030977324087,48,13,76,0.4074074074074074,0.7079791662370526
3081,8,2000,"[68, 68, 61]",1.2835163332655046,1.2491215088614633,7,4,15,0.14285714285714285,0.2980274325013879
3089,19,2000,"[71, 31]",1.6926914927819023,1.4638485973590618,18,5,37,0.5555555555555556,0.6336402769209273
3093,11,1991,"[71, 61]",2.1114448134387516,1.9308195550416454,59,14,70,0.4,0.49919244526799494
3096,2,1994,"[64, 77, 77, 61]",0.8958797346140275,1.15228856770317,8,9,10,0.0,0.5344021790874613
3104,2,1993,"[64, 81, 78, 61]",0.0,1.5769469436894166,13,7,15,1.0,0.6933138692419952
3106,5,1985,[71],1.13874642776054,1.437726358128514,23,14,28,1.0,0.7162079622318043
3108,18,2001,"[74, 74, 74]",2.0845306435615583,1.7328679513998635,2,1,20,0.4117647058823529,0.6521294030194161
3120,12,1994,"[68, 61, 68]",1.038779603621688,1.2424533248940002,2,3,14,0.36363636363636365,0.6465307600741795
3121,17,2004,"[78, 75, 78]",2.507601218589277,1.9356005054539456,2,0,19,0.3125,0.545696506115699
3124,16,2004,"[68, 68, 75]",1.724459660351591,2.178354413344796,2,1,18,0.5333333333333333,0.7524772211799611
3129,13,1985,[73],1.59749023486242,1.5774391152780718,50,18,63,0.75,0.680676602550596
3130,10,1996,"[47, 5, 5]",1.1451900763132454,1.0162770150466212,10,7,20,0.7777777777777778,0.6630992988258417
3137,4,1994,"[72, 73]",1.0691665297540138,1.1287474587908304,17,11,21,0.6666666666666666,0.5846891001110138
3143,18,2005,"[72, 71, 75, 85]",1.4047517701227734,0.6931471805599453,2,0,20,0.4117647058823529,0.6354822311711705
3150,16,1989,[31],1.8920699685535267,1.6940496323594212,54,15,70,0.26666666666666666,0.6011395679488032
3154,8,1998,"[74, 74, 74, 74]",1.8806965091315728,1.2458898727611227,3,2,11,0.5714285714285714,0.5480441124313681
3156,15,1999,"[71, 71, 61]",2.279421427215771,1.2296264847046454,3,2,18,0.35714285714285715,0.6866035638661847
3159,18,1997,"[75, 61]",1.3452828028060284,1.7895871787135467,42,8,60,0.23529411764705882,0.5745771550630141
3161,31,1998,"[71, 71, 71]",1.9513887312030969,1.2312692113340087,62,7,93,0.3,0.44261508342089384
3171,7,1993,"[42, 42, 78]",1.0869815184558942,1.1171512149906924,28,10,35,0.6666666666666666,0.732869862015643
3172,5,1991,"[25, 21, 25, 27]",1.038591370178042,0.7978614353951201,11,10,16,0.5,0.5028553431152998
3173,7,1994,"[71, 72, 72]",1.7568460427371504,1.5015136122239494,13,10,20,0.5,0.7777077390505144
3174,2,1990,"[66, 71]",3.7483262190841415,1.7983476564531449,22,15,24,1.0,0.8951340083307023
3178,16,1991,"[75, 75, 75]",2.1889507958481085,1.6681813816445001,32,14,48,0.13333333333333333,0.4849787433955416
3179,17,2000,"[76, 75, 75]",2.613314468365128,2.4333099489863685,7,5,24,0.5625,0.4693635310707336
3181,2,1996,"[75, 75, 75, 78]",1.0397207708399179,1.6228246007729477,9,9,11,1.0,0.9920806315280788
3183,18,1991,"[74, 74, 74]",2.682679837104228,1.7891382226979955,63,14,81,0.29411764705882354,0.5030716325436493
