aid,past_logCit,past_es,post_logCit
49,1.861636306231312,0.4,1.8666328940523635
139,1.8710922177818528,0.1176470588235294,1.808711799984232
274,1.822193574598029,0.5,1.5221342231374406
275,1.8098628433924224,0.375,1.6088844570857743
356,1.78869759944776,0.2941176470588235,1.901562730530121
367,1.818190024142048,0.3181818181818182,2.469510536561981
410,1.8440454682576457,0.24,2.240121278164095
452,1.7772866826880516,0.4375,2.2154083994216567
462,1.8148055481552183,0.4583333333333333,1.401972112626402
472,1.8118755253630936,0.25,1.9489116340836483
540,1.7461790800295662,0.6666666666666666,0.8283022165960001
547,1.7837106472375706,0.5,2.186378234668961
561,1.8783666267063144,0.3846153846153846,1.518170424737716
565,1.7729261422470488,0.0,1.528136331420742
602,1.7955301432068576,0.4166666666666667,1.2296264847046456
713,1.7748311958447376,0.4782608695652174,1.791759469228055
747,1.775317063340926,0.238095238095238,1.8941503421556185
757,1.8448883237299651,0.4722222222222222,1.0961277846683983
923,1.7852814503173189,0.4736842105263157,2.066550567860028
1088,1.8790979351480084,0.3076923076923077,1.307960422912268
1141,1.7503383816006244,0.3333333333333333,1.4942119073210958
1146,1.8435150261256248,0.7142857142857143,1.649016323386805
1198,1.745166411305513,0.5,1.5750957370002108
1290,1.8598505983356504,0.0,2.7026431366206185
1295,1.8481838416699148,0.5263157894736842,2.4288107316197896
1377,1.8446275741268428,0.4545454545454545,1.476597837096584
1403,1.8369510199025327,0.3076923076923077,2.4823842651173176
1437,1.8701666358203612,0.44,1.8302971391848697
1475,1.7890597500812986,0.1818181818181818,2.1670830292572703
1501,1.8284836765603292,0.3809523809523809,2.393745871391024
1580,1.8329606711945223,0.3,2.3251180218435583
1602,1.7823691769058227,1.0,2.070063520497803
1666,1.850913234829096,0.25,1.3862943611198906
1702,1.8253176028419504,0.2857142857142857,1.561373697044683
1994,1.805753121903144,0.3157894736842105,1.4623891155580542
2109,1.7937551170615844,0.5625,1.7391363607878922
2180,1.8089851520579296,0.4615384615384615,2.204309316042754
2255,1.8538121864751516,0.631578947368421,1.3945027404345618
2274,1.880672470830808,0.3571428571428571,2.233196213004899
2377,1.887563197547536,0.6666666666666666,1.4987534596340353
2563,1.758456671007237,0.1515151515151515,1.8431566786447569
2613,1.896011581611124,0.3636363636363636,2.174287290255561
2637,1.7568238060721046,0.7142857142857143,1.5876440777225196
2684,1.8436320644049848,0.417910447761194,1.8662816762559324
2749,1.788442894535625,0.3617021276595745,2.027505504768412
2755,1.7521934819227796,0.5238095238095238,1.068390541783357
2816,1.7583766210719245,0.3333333333333333,2.025605701857585
2876,1.8138799634784637,0.6363636363636364,2.84686606940135
2885,1.780093817525529,0.1666666666666666,0.5198603854199589
2926,1.8816629001875784,0.3333333333333333,1.8527446004993136
2945,1.8049134565147769,0.3333333333333333,2.0653979154500663
2956,1.800444167889132,0.5,1.8092337177779367
2974,1.8312374981310289,0.375,1.5570763045425144
2978,1.8213892616821832,0.7142857142857143,2.4054782390103777
2990,1.7443260682423265,0.2,1.7217209937479534
3046,1.8205094389772976,0.3636363636363636,1.949875048638382
3064,1.883901568452308,0.5294117647058824,2.033326960898042
3071,1.8198791782855557,0.4074074074074074,1.4812030977324089
3150,1.8920699685535267,0.2666666666666666,1.6940496323594212
3154,1.8806965091315728,0.5714285714285714,1.2458898727611227
3173,1.7568460427371504,0.5,1.5015136122239494
3243,1.7716118339209523,0.4285714285714285,1.457236404402552
3549,1.7764950973252545,0.5813953488372093,1.6392322278565807
3599,1.7634987870696912,0.4285714285714285,2.016385801717752
3717,1.8600738115780424,0.6923076923076923,2.3134233135467155
3974,1.7554826528254404,0.5,2.934244565147848
3987,1.8619472832235864,0.375,1.375871160892088
4020,1.8706316697111476,0.3636363636363636,0.0
4022,1.7925912099778618,0.6363636363636364,1.3585545585577057
4051,1.762110708977518,0.0833333333333333,2.177438284884287
4175,1.8636799873410004,0.6666666666666666,1.93873471014796
4178,1.827764993297239,0.375,1.865392999331403
4182,1.8529657114520504,0.75,1.7682798480795432
4315,1.8083058540629573,0.3714285714285714,2.423395820467244
4444,1.7747680712348135,0.375,0.9300369057890212
4500,1.7430405440604535,0.4782608695652174,1.6589788886659005
4565,1.7775729310884565,1.0,1.819090412314729
4566,1.802442895053337,0.5,1.8128125893355151
4583,1.8330344445768576,0.375,1.6295240553879562
4588,1.8145860595807783,0.3571428571428571,2.2236041230731587
4592,1.85837801488454,0.2,2.1587440240525804
4602,1.8246348958564949,0.625,1.1205153747059986
4608,1.81396071928748,0.1176470588235294,1.3862943611198906
4668,1.7465147216717547,0.75,1.8354782136737664
4673,1.856637268099326,0.6666666666666666,0.7303377724456469
4694,1.8337527368482425,0.5,1.5370527335981945
4764,1.8431430291704745,0.5,1.8814417222966788
4845,1.8317808230648231,1.0,1.4835276891624936
4882,1.830135285658713,0.4210526315789473,2.150618043661334
4918,1.7819908188167333,0.4,2.089919088578553
5010,1.879088701561736,0.5294117647058824,2.1894005304127364
5102,1.82786362892926,0.2307692307692307,2.1732514366537243
5278,1.759783742633133,0.3939393939393939,1.6262175070596745
5383,1.8530947702817109,0.3846153846153846,1.5440189042533323
5440,1.746526657419354,0.5555555555555556,2.079441541679836
5553,1.807891427672304,0.1818181818181818,0.8958797346140275
5616,1.8444397270569683,1.0,2.008999359579345
5654,1.8010547678900797,0.15,2.138927794192873
5784,1.779646250799862,0.4615384615384615,1.517697523548077
5786,1.779004549411695,0.7,2.0241107308054365
5862,1.7722408120471866,0.6666666666666666,2.039827558927417
5955,1.8061344541026765,0.6363636363636364,2.41286961332776
6062,1.8489937460779475,0.25,1.8036357014461355
6073,1.7681113276311458,0.2727272727272727,1.431487595391557
6122,1.791194466511432,0.5454545454545454,0.8949401784558776
6172,1.7701212384733316,0.625,1.525917359043502
6194,1.872649983133376,0.3571428571428571,1.7031906498546876
6221,1.8735500860200616,0.1578947368421052,1.3862943611198906
6355,1.870317912800417,0.5060240963855421,1.7593715530768386
6371,1.7804294261527829,0.6923076923076923,1.624709192752143
6548,1.801791036281632,0.3333333333333333,1.957396014103358
6570,1.8465118593382936,0.4444444444444444,1.0986122886681098
6672,1.7568648274793293,0.2857142857142857,1.7841571286465865
6699,1.7917594692280554,1.0,1.8849945215495636
6881,1.7822330669213968,0.6,0.358351893845611
6920,1.816613315100924,0.2,1.5511394406421726
7039,1.8704788589467416,0.5,1.454277789990801
7161,1.8158993574403288,0.4285714285714285,1.5886300614811644
7359,1.8447362500751003,0.5714285714285714,1.9560115027140728
7556,1.8465687494348613,0.5,2.9944807084449314
7616,1.8151793954350235,0.3076923076923077,1.3730276486294155
7652,1.8561207848422645,0.4375,0.9177391068368832
7710,1.8392929418177055,0.5,2.275199054489457
7747,1.7861252938347156,0.75,1.5707947594945773
7898,1.840490409429456,0.5333333333333333,1.4451858789480825
7962,1.791759469228055,1.0,1.6951191502700966
7967,1.842667682948212,0.1764705882352941,2.133719643351818
8315,1.8844672309368256,0.5833333333333334,3.1066970786451003
8675,1.839706481303352,0.6,2.1267857138906843
8736,1.82891366739395,0.4166666666666667,1.1983322419106175
8778,1.7856857618252528,0.4333333333333333,1.474927840739227
8781,1.857598891073862,0.5,1.6777195979905166
9062,1.78997495814707,0.2857142857142857,0.7269359395689591
9063,1.7448741162413088,0.25,1.3988905178035902
9106,1.8267497433212063,0.5333333333333333,1.409121664298343
9129,1.8181862230583608,0.5,0.9985774245179972
9161,1.8562943014048523,0.5454545454545454,0.8862596044720115
9374,1.744075382460044,0.2666666666666666,1.3801184474194512
9385,1.8038820172850127,0.5,2.0883424674612363
9414,1.8458488190287927,0.4117647058823529,1.846610331758517
9452,1.7862908471114896,0.6111111111111112,1.018669735728228
9541,1.8393761196548284,0.238095238095238,1.517496642719726
9614,1.77696185517155,0.3076923076923077,1.9065141107287875
9629,1.777469865768068,0.3333333333333333,1.07069562464303
9687,1.8256771701548768,0.375,1.1710460557293814
9695,1.8937261074798664,0.0,2.3752558551314453
9861,1.823428576420656,0.56,1.772228940474683
9931,1.777968760242305,0.5294117647058824,1.4723730266703003
10076,1.807188713898806,0.4545454545454545,1.410432317060357
10165,1.8793486434647635,0.2777777777777778,2.418410858160455
10176,1.8148935010798937,0.4444444444444444,2.107137595705441
10212,1.7811105709321189,0.3333333333333333,1.1033455344217262
10227,1.89011636321554,0.6,1.7412555508562035
10240,1.7772575730631168,0.4,0.9574983485564094
10256,1.767433817124208,0.8,1.35291151296376
10467,1.7655118216736705,0.3,1.150736818831383
10480,1.8465481716941083,0.375,1.613910234171505
10679,1.77054440551321,0.3035714285714285,1.5214493971559453
10794,1.789422869723255,0.1666666666666666,1.038591370178042
10891,1.8951136456987665,0.4545454545454545,1.5992324138040366
11007,1.8746050667159784,0.5294117647058824,1.9259180031041088
11181,1.8735021684184223,0.5,1.2350476140568043
11182,1.889005849308253,0.6666666666666666,1.952621346862934
11187,1.853419741158958,0.5,1.567789535574548
11298,1.7810257054515437,0.5625,1.355809577455626
11366,1.7475818341099794,0.5882352941176471,1.6096725711301574
