aid,EP,ED,logCit
10242,0.42857142857142855,0.48540259925444523,1.27364604175057
10243,0.21875,0.38912422655085344,2.200090487031364
10250,0.2,0.410434440881404,1.8483174471228736
10256,0.7777777777777778,0.8435346649967311,1.601624895460029
10264,0.5652173913043478,0.5952731379861848,1.3742258298014882
1027,0.375,0.6881894088121542,1.3701327485545989
10283,0.4,0.4852702510202179,1.0839176109964648
10284,0.3333333333333333,0.42392490956084816,1.2266433899382732
10286,0.37209302325581395,0.49057020923927974,1.2028400322136412
10287,0.3373493975903614,0.549073510081132,1.4976395195869845
103,0.4,0.4634140037495858,2.0838461064074663
1031,0.52,0.786345696103759,1.1996020922754906
10324,0.6,0.7315063378460458,1.491504420562562
10331,0.4,0.41341617909027284,1.9148702854299007
10332,0.25,0.4708242219895589,1.6860457250343712
10335,0.3695652173913043,0.559915446516192,1.5884705376869517
1033847,0.46153846153846156,0.7994500532839895,1.1111712640584694
10356,0.6666666666666666,0.8288476376280982,1.5536194989501053
10363,0.5714285714285714,0.5655597494329501,1.3599434745517114
1036389,0.23529411764705882,0.48357399224468184,2.144710025105255
10373,0.5,0.7394614971607886,1.7367840826867236
10374,0.5348837209302325,0.7577505936734152,1.29179954121345
1038,0.4878048780487805,0.6195299023540374,2.118329073666658
10386,0.7692307692307693,0.7247967631868814,1.7837102799587357
10396,0.8125,0.8109098160591194,1.6232991249913615
10398,0.7777777777777778,0.8790284797417338,1.2149502294041779
104,0.3103448275862069,0.4039042141468888,2.679713838723576
1040601,0.4,0.629757080649553,1.4420089340702755
10412,0.5454545454545454,0.5732603866354413,1.7865039481599456
10413,0.3125,0.5897357827314932,1.9901341160214714
10430,0.7,0.7784526487619602,1.8390779034226554
10434,0.30434782608695654,0.6311618934126351,2.099905486380861
10438,0.4230769230769231,0.46571195385456654,2.090502242014433
10442,0.4166666666666667,0.6999515998342714,1.9199973303231737
10444,0.42857142857142855,0.6890084021249739,1.6119915582878277
1044707,0.5,0.4121879526112238,1.4203230690666047
1044737,0.12857142857142856,0.5294300767869995,2.1869301986418503
1045,0.4090909090909091,0.5090184446468032,2.081491307561278
10451,0.3333333333333333,0.48913200249731953,1.6146551234250515
10462,0.5357142857142857,0.5490570713757853,2.18938763650856
10467,0.29411764705882354,0.44713514941805227,1.5264326539016695
10475,0.375,0.4428535630378119,1.6036055867302892
10478,0.5714285714285714,0.5845444562471441,1.6517216071005263
1048,0.3,0.6837968616953747,0.9117489779856082
10480,0.35294117647058826,0.4974590157785604,1.7269058038253409
1048222,0.13333333333333333,0.24661402484597586,2.289958207999337
10483,0.3888888888888889,0.5869697318109225,1.6344160664284224
1049,0.43333333333333335,0.6870179477973435,1.0559459739646544
10498,0.6363636363636364,0.6083515013021347,1.3286946977508336
10499,0.4878048780487805,0.6456307641348524,1.5547530388711817
1053,0.47058823529411764,0.7535899562400412,1.4138797174167332
10547,0.47058823529411764,0.5731701675361934,1.7095298985278353
10560,0.4583333333333333,0.5585893692461692,2.7181936115220435
10563,0.55,0.6183551696056966,2.6293772152809076
10579,0.25,0.41047880754248317,1.744973978538965
10585,0.32142857142857145,0.6016925534807491,1.419995009802679
10587,0.42857142857142855,0.5733849878432979,2.106113530882649
10591,0.5,0.6243476895221935,2.7894008748046346
10593,0.3958333333333333,0.4924971720553752,2.309154213766391
106,0.22580645161290322,0.269025070155596,1.825794683268151
1060,0.47058823529411764,0.6880930578375698,1.31510295553662
10614,0.40458015267175573,0.6855952767478171,1.8481233843217495
1062,0.25,0.6003095131322227,1.5806969033660687
1062116,0.1111111111111111,0.2544933458124914,1.6174853984776927
10626,0.2608695652173913,0.4164765535465275,2.534034366674712
1063334,0.125,0.3724672954539625,1.7726505291712602
10646,0.25,0.7122796245593511,1.2799801933350687
10655,0.4,0.7572629734098052,1.5402447325398603
10659,0.4230769230769231,0.605326931906943,1.5404651356132422
10672,0.3076923076923077,0.5049898519075455,1.9152348155540164
10678,0.46153846153846156,0.44683588934573554,1.7453582761579713
10679,0.3064516129032258,0.44539812359567477,1.7468210713839467
10692,0.3225806451612903,0.4705326929175171,2.0598203450719614
1070,0.5,0.7273415283533212,2.0377131117405187
10734,0.7777777777777778,0.7723308278580093,1.6938274081414604
1073676,0.5,0.6744593640982698,1.2220870776675465
10739,0.5454545454545454,0.7779774473716817,1.513940345788928
1074,0.3125,0.4550423686764325,1.8693295045893479
10747,0.4090909090909091,0.7025924771468841,2.038047202992885
10748,0.4444444444444444,0.5727735363249644,1.2218178618429796
10757,0.3333333333333333,0.4475665303198777,1.8635122616813649
10762,0.46153846153846156,0.6112243323670371,0.9949007604083054
1078,0.23529411764705882,0.4948805717280725,1.8237254877391194
10780,0.5454545454545454,0.533420266097738,1.599896427941468
10784,0.5,0.62771831296741,1.968116429564813
10794,0.17647058823529413,0.6130493828607264,1.5808585642940294
10804,0.1,0.6882188379590726,0.7407151936294497
10805,0.5,0.7643238441009522,0.8608748154460243
10809,0.4,0.5997472224608316,2.0272260575045005
1081,0.3225806451612903,0.5464981722278804,1.505703007524584
10811,0.5714285714285714,0.7442009748197217,1.5158699385689152
1082,0.36633663366336633,0.5044500507714464,1.6765394363560058
1082671,0.25,0.4667449490138161,1.0544583211461604
10830,0.43333333333333335,0.8011009036952998,0.8618714711548126
1083269,0.6363636363636364,0.5505089704345997,2.322591708906183
10838,0.45454545454545453,0.6164711132979733,1.3711949408353776
10856,0.5098039215686274,0.770631909681504,1.7205521450202943
1085721,0.1111111111111111,0.5997151122976798,1.1666847547242485
10864,0.6363636363636364,0.8607825815559944,1.6807946710379866
10865,0.5652173913043478,0.7153249084467214,2.020542676365848
10871,0.5833333333333334,0.7828622099572797,1.2663489274791313
1088,0.2631578947368421,0.4343943715621148,1.7077566814772862
1089,0.6,0.8131866574531413,1.0993324514289697
10891,0.5333333333333333,0.6832217656828238,1.8211433377250839
10893,0.5882352941176471,0.699192392455326,1.1884181867935808
10899,0.5319148936170213,0.7005827982180003,1.1691564753701464
10900,0.3333333333333333,0.4730129801474789,2.3134252496910905
1091,0.3333333333333333,0.6827189523391635,1.1143599403477937
10912,0.5147058823529411,0.6107416434145337,2.267069941157454
10917,0.4444444444444444,0.5354812419267563,1.1119882876860623
1093,0.25806451612903225,0.5972956278491884,1.4319310373268124
10931,0.3,0.707393248877396,1.3911347715306919
10941,0.5555555555555556,0.7331957955972992,1.8237730509582069
10946,0.2857142857142857,0.4645158713779939,2.39332821954641
10952,0.23809523809523808,0.42255665116414076,2.15373008980426
10954,0.35555555555555557,0.5129585762101595,2.3250887078260165
10957,0.5,0.5281711580477543,2.0429201041318077
10958,0.47058823529411764,0.5967600756577519,1.518008411631639
10961,0.29310344827586204,0.46973323193410166,1.7983910576924262
1097,0.2727272727272727,0.6066394352291997,1.5910540672333913
1097812,0.2857142857142857,0.43838431444793624,1.6075207734258727
1098134,0.5,0.6521290994387811,1.4283470070694482
10987,0.42105263157894735,0.6806900973433813,1.165447875204249
10988,0.5714285714285714,0.6863047889150654,1.2291146079240824
10992,0.4444444444444444,0.5671653240392124,2.062141914058838
11007,0.6274509803921569,0.788948696641876,1.9081558328159098
11033,0.3888888888888889,0.5748316148601949,1.7877238880492459
11041,0.4642857142857143,0.6638410351241392,1.5419304703075445
11047,0.5416666666666666,0.6960021422701579,1.5522597279201276
1104895,0.45454545454545453,0.5108088004148199,1.3695389346560443
11049,0.5294117647058824,0.7447261714334897,1.5138589175982176
1104981,0.46153846153846156,0.5115469933793546,1.8059399055760263
1104986,0.5,0.5370924665976075,1.6261456927384825
11053,0.6470588235294118,0.7309769314621269,1.8087739030433316
1105393,0.5555555555555556,0.6308573074884725,0.8502228788196944
1105449,0.28205128205128205,0.5583489221793011,1.3724613595267665
1105600,0.42857142857142855,0.4253823035570751,0.7461593045098246
1105733,0.3888888888888889,0.545996546221296,1.3853189009667604
11058,0.49473684210526314,0.5750275021908813,1.8946236886141854
1105818,0.2,0.5427492158910716,0.6611271265972769
1105895,0.3333333333333333,0.5940194362112604,1.1835768200017827
1105938,0.5454545454545454,0.7366841811891018,1.456332544796376
11060,0.5,0.5738478237901654,1.2792990932432944
1106003,0.36363636363636365,0.5664983317210555,1.5380683158806867
1106006,0.3333333333333333,0.452285769380791,0.9862665558015873
1106158,0.3333333333333333,0.551360111447424,1.7091144716651083
1106171,0.5555555555555556,0.5777216436650405,1.2529893764597828
11062,0.36363636363636365,0.5804009938052043,1.9310344563537196
1106241,0.5,0.5085991217851947,1.3180818423527632
1106436,0.23076923076923078,0.5201970234863101,1.1668968753120106
1106457,0.5833333333333334,0.5857116350849775,1.4515579283327371
1106484,0.25,0.7058187780092071,0.9276838565655455
1106589,0.42857142857142855,0.4427445882730928,1.008010728669577
1106722,0.25,0.4639863233134487,1.7028197731016517
1106723,0.25,0.557837283038625,1.5545776008459231
11068,0.6666666666666666,0.8400412868467177,1.3616946418325055
1106867,0.2777777777777778,0.5774381688718839,1.4242959883834658
1107013,0.45454545454545453,0.7321792997811101,1.509286571104022
1107049,0.36363636363636365,0.6572925037655071,1.8758618631891737
11071,0.42592592592592593,0.6623236935616567,1.8185044096440777
1107103,0.42857142857142855,0.37211902811571934,1.121811944721108
1107104,0.375,0.45296048944436046,1.131477928204029
1107108,0.35714285714285715,0.36989395101296,1.0947809375138968
1107264,0.4444444444444444,0.7572878041197281,1.2684044444425084
1107327,0.3333333333333333,0.6692915744741276,1.5092285077210705
1107378,0.36363636363636365,0.3601511338683667,1.048223660730605
1107380,0.5,0.564730718210601,0.6356107660695891
1107550,0.1111111111111111,0.33547965153604653,1.6251815025913057
1107554,0.36363636363636365,0.5218346995182304,0.9438267466893243
1107558,0.2702702702702703,0.3999949462377385,1.735840372999796
1107563,0.3076923076923077,0.6148009399005164,1.1394078881044798
11076,0.9090909090909091,0.8962091584269593,1.2868537024343973
1107659,0.4,0.6290530311808402,1.5035906453058943
1107673,0.2916666666666667,0.5500467430238251,1.666467734846817
1107674,0.45454545454545453,0.6637684275035838,1.0691665297540138
1107682,0.3076923076923077,0.5320345992183927,2.885663863958249
11077,0.5294117647058824,0.7424536096867628,1.4870447649982568
1107810,0.16666666666666666,0.6948263207926968,1.6731197643006253
1107833,0.5384615384615384,0.7664401655528341,0.5324799963831429
1107834,0.5,0.7617205349894309,0.7386300611249528
1107904,0.4482758620689655,0.7172533027672746,1.053094978624546
1108015,0.6363636363636364,0.5361814719518495,1.0721971667682533
1108100,0.4444444444444444,0.6642506266819026,1.4005800284407406
1108124,0.45454545454545453,0.5547968058018075,1.6100721256880552
1108127,0.3333333333333333,0.6052004425239772,1.418812184120136
1108173,0.45,0.5583660405808286,2.1274211538213543
11082,0.3170731707317073,0.4903834207773992,2.2768790136840775
1108236,0.5384615384615384,0.6280387905784981,1.6226955394725826
1108274,0.2826086956521739,0.5377020628131135,1.0856255383229867
1108292,0.4444444444444444,0.5964599502757923,1.5735874301480295
1108551,0.5,0.6402327828063206,1.397849662596287
11086,0.6521739130434783,0.6720028476657551,1.6162877832278804
1108662,0.3333333333333333,0.6475627349295058,1.462175782627622
11087,0.5454545454545454,0.773155729067059,0.9565007275871346
1108727,0.3333333333333333,0.6058082343989246,1.740080569582164
1108736,0.4166666666666667,0.5198514707220344,1.2884783176677301
1108739,0.3333333333333333,0.44013144244791635,1.0649487606737704
1108744,0.7692307692307693,0.5764689947528739,2.058631369486849
11088,0.42857142857142855,0.6615302014834256,1.191800086354353
1108809,0.45454545454545453,0.5807889973934841,1.4210979825927696
1108876,0.4666666666666667,0.5429562432396396,1.559925744814462
1108878,0.2222222222222222,0.515430296026686,1.517073521600659
1108935,0.29411764705882354,0.43685107270514906,1.6627467709174413
1108948,0.4444444444444444,0.5197551578175069,1.4676474609115293
1108949,0.23076923076923078,0.5268765394401077,1.7043486856474979
11090,0.5,0.7192583220248334,1.7311181153829904
1109017,0.2222222222222222,0.7859500173188773,0.7560080465021828
11091,0.4782608695652174,0.5034338748484376,1.4717292152408517
1109188,0.4166666666666667,0.5544106934449141,0.8076340297759557
1109341,0.5,0.7152311853023107,1.3632962011913876
1109364,0.4444444444444444,0.38707906869105974,2.43938208187546
1109398,0.2413793103448276,0.48363935555068716,0.7976559508863755
1109465,0.3333333333333333,0.7783725294141655,0.7055453948395647
1109556,0.6666666666666666,0.5449420095949599,1.4223213161012631
1109588,0.38461538461538464,0.6803490949875386,1.133007019626645
1109695,0.6666666666666666,0.7710564220551516,1.465782723601507
1109884,0.36363636363636365,0.5456875318721304,1.851922643649986
1109887,0.2222222222222222,0.32214456990411583,2.1172838161319625
1110002,0.5384615384615384,0.604855422167742,1.3451794814530522
1110043,0.25,0.6430201217106319,1.062313108947603
11102,0.6666666666666666,0.6976319568018711,1.1680538039370174
1110242,0.2,0.5325371678521817,1.1646679373133009
1110279,0.42857142857142855,0.6298434402269242,1.0333218230220118
1110398,0.0,0.2741069245659092,0.9176161162708418
1110407,0.4444444444444444,0.7246682839766212,0.9469622969906265
1110525,0.16666666666666666,0.5930069956465145,0.6348636650447517
1110526,0.2,0.542841719662607,0.6242666622238074
1110555,0.13333333333333333,0.41659129019736324,0.9637665951558745
1110558,0.13333333333333333,0.41659129019736324,0.9637665951558745
1110578,0.3076923076923077,0.5881727446602393,1.943383014134861
1110634,0.5,0.7043173685801819,1.574750585237679
1110643,0.5833333333333334,0.6905727662140193,1.8309481569168256
11108,0.5454545454545454,0.666576539055804,1.0511792689381487
1110895,0.5,0.6740978016224366,1.1908236419116534
1110919,0.7777777777777778,0.7282104756274754,0.7049254841255836
1111180,0.23076923076923078,0.5529859370623029,0.6810115350745597
1111181,0.3333333333333333,0.584785187362387,0.7742402021815782
1111262,0.21428571428571427,0.5146029844645261,1.2369600079271403
11113,0.35714285714285715,0.5133826392283354,1.6755264247022101
1111360,0.1,0.3973227883219276,1.1067728270069506
1111362,0.21428571428571427,0.5644754181516894,1.256518680831568
1111504,0.2777777777777778,0.5880056899813942,1.3594511809663092
1111548,0.5555555555555556,0.6465834077018571,1.260586481477979
1111625,0.41935483870967744,0.5233259306908195,1.470453606627185
1111700,0.32142857142857145,0.6121320357088457,1.5007441477796208
1111729,0.42857142857142855,0.5657226997468462,1.8266853478481269
1111732,0.23076923076923078,0.4502451394975876,0.9406823043004848
1111778,0.5555555555555556,0.49514775262135263,1.418252585569724
1111797,0.5,0.469472514899316,1.3838359644301725
1112013,0.375,0.5258557734534579,1.2677880822995262
1112020,0.5263157894736842,0.6716326956971456,1.6542130032540965
1112041,0.14285714285714285,0.3010447454015475,1.242090744002882
1112194,0.5384615384615384,0.6763487841033677,1.3273264997052714
11122,0.6666666666666666,0.8188484751484979,1.3340823980814158
1112310,0.4444444444444444,0.6280682002730997,1.0632773779711946
1112314,0.3333333333333333,0.6092638815044328,0.8435549202375727
1112333,0.09090909090909091,0.3874547149130745,1.1969562273899352
1112386,0.4,0.4386590471289125,2.0258181492572365
1112400,0.4,0.5288469536320382,0.6669942648825107
1112483,0.2962962962962963,0.7180756720239864,0.8696747139881275
1112503,0.2,0.4712855477406664,0.9297553337821621
1112715,0.3333333333333333,0.3436850134811295,1.3829176748728087
1112936,0.5,0.6768675743000094,1.3750745162038756
1112977,0.2857142857142857,0.45969833459700676,1.6238848065976796
1113043,0.2222222222222222,0.6191149646214387,1.8793292027189452
1113104,0.5833333333333334,0.7908751511117361,1.2373262943144032
1113129,0.4444444444444444,0.6142072702800939,0.9989509439122519
1113134,0.7142857142857143,0.6523369476774556,0.8111748556769983
1113135,0.7142857142857143,0.64517719336565,0.9768352989961983
1113160,0.36363636363636365,0.5015392848708228,2.0507610449126
1113290,0.1111111111111111,0.28950965126612943,0.6461468176353717
1113336,0.45454545454545453,0.6697160630721419,1.1455240907435267
1113360,0.45454545454545453,0.4679943346932975,1.8995439259404954
11134,0.6153846153846154,0.7729999097700322,1.7628062772232074
1113757,0.6666666666666666,0.6538022474462655,1.2226463335177908
1113928,0.3,0.39616653441692573,1.555024313481849
1113996,0.30303030303030304,0.5307568630614352,1.5298533495317914
1114070,0.5,0.5958199638285289,1.5981463772713733
1114380,0.3181818181818182,0.5272328186259994,1.0243730896806078
11145,0.5454545454545454,0.5323365404571667,2.445347343449704
11146,0.5714285714285714,0.631299412513053,2.404750724491064
1114634,0.5384615384615384,0.5316042983419661,1.6238501778192507
1114706,0.25,0.46046766095988767,1.4087476113021205
11148,0.5625,0.6579761381792765,1.0832939880028225
1114851,0.35714285714285715,0.5402770153680746,1.3974897151705983
1114906,0.36363636363636365,0.460050535496306,1.7968585773401122
1114908,0.4,0.3727053740083758,1.9174817544396012
1115,0.44554455445544555,0.6206124119331531,1.8108231498891896
1115001,0.3,0.5733287310380073,0.5516750534767373
1115031,0.3,0.5654303436165119,1.340497043691113
1115256,0.26666666666666666,0.5767177874232333,1.117312580957206
11153,0.5714285714285714,0.6692210772767486,1.9663592996709438
1115352,0.07692307692307693,0.3561646186646727,0.8568108295867516
1115357,0.5,0.5539973552945215,0.8144361223763887
1115398,0.5833333333333334,0.5936703309511205,1.6488074246843558
1115422,0.1,0.4959982029235147,1.6086072489564855
1115721,0.4166666666666667,0.6300384544386564,1.6782532945532367
1115754,0.5,0.750725076960479,1.4479327963236492
1115842,0.5555555555555556,0.7040852257451835,0.57037824746562
1116061,0.7777777777777778,0.8666400758561124,0.7203405521083095
1116356,0.3076923076923077,0.5059678449473651,1.700166145708481
1116468,0.2916666666666667,0.4482201120135379,1.4592401238557882
1116513,0.4117647058823529,0.39621634428028896,1.1514750588161782
1116569,0.29411764705882354,0.6083681059480341,0.7411568878230087
1116717,0.36363636363636365,0.2770942731015193,1.361225223809902
1116729,0.45454545454545453,0.6165225537692243,1.291454596765427
1116752,0.2,0.4773630764275517,1.7780569972848062
11170,0.5454545454545454,0.7503089892181922,1.598556071570272
1117083,0.3333333333333333,0.5012068102915656,1.6319435213588036
11171,0.44,0.6757374856870406,1.279767956579892
1117101,0.25,0.40954390707784033,1.1741739441551855
1117115,0.09090909090909091,0.41058156758506054,1.2826745537939412
1117398,0.2222222222222222,0.3828434881101155,2.361481993560219
1117430,0.3333333333333333,0.6391237112973746,1.3089509552533252
11179,0.46153846153846156,0.5699916352328069,1.4219751909161216
1118,0.7142857142857143,0.8435423224559502,1.2132384656147541
11181,0.47368421052631576,0.7666963716115706,1.5861976189556946
11182,0.56,0.6774224999962856,1.935494097521289
11187,0.4166666666666667,0.6281566925331247,1.6776473069531674
1119,0.4166666666666667,0.6286673058362217,0.9557333268415386
11199,0.42857142857142855,0.7057126213858717,1.4155771308923872
1120299,0.4166666666666667,0.4497643934120003,0.9007324211167704
1120352,0.0,0.2965641641786307,1.0911636585735527
1120366,0.6666666666666666,0.7167996771740572,0.7651382307591279
1120458,0.7272727272727273,0.706766432144295,1.553039259900526
1120476,0.18181818181818182,0.34655782140408226,1.3012698497367923
1120485,0.36363636363636365,0.599604129569495,1.6932143026346942
11206,0.27586206896551724,0.6578934972943246,1.64910401009731
1120788,0.35714285714285715,0.5232195105544076,0.9747838550850815
1120908,0.4444444444444444,0.698070700178075,1.0568235258574377
1120911,0.5454545454545454,0.6478738159637168,1.1029552887630276
1121231,0.2857142857142857,0.6286156341571048,0.7383071021327324
11213,0.7142857142857143,0.5867161402123351,2.225935076039393
1121370,0.36363636363636365,0.5630829686683995,0.8860644816426623
1121485,0.1111111111111111,0.5152839529439371,1.1156021923476493
1121696,0.1,0.2966712932264568,1.2155996035891736
1121825,0.38461538461538464,0.649413709147603,1.3678547836520132
1121838,0.3684210526315789,0.5183597976733558,1.6031304408774971
1121898,0.28205128205128205,0.42493609670814664,1.350341930244968
1121903,0.43333333333333335,0.4970975021423062,1.110861325838634
1121962,0.3333333333333333,0.3272250608905358,0.9246479418592056
1121980,0.4444444444444444,0.730158377408902,1.170321519141336
1122078,0.0,0.2025224821380027,1.3411668110027888
1122209,0.5,0.6972601858195545,1.1581248006850833
1122423,0.4,0.5001279840393928,1.8494444945091473
1122477,0.5714285714285714,0.6431111090083382,1.4878646977081753
1122535,0.4444444444444444,0.5109415932834784,1.2532494546297885
1122617,0.3333333333333333,0.7003111275803662,1.046310334047155
1122674,0.4444444444444444,0.5517838927975051,0.9552510629712033
1122691,0.35714285714285715,0.5753775075152616,1.0736696302255615
1122697,0.21052631578947367,0.38529290423941687,1.3332949802330087
1123,0.25,0.5375485507560138,1.4448539408611631
11230,0.3333333333333333,0.5191097597650483,2.9922155292714168
1123098,0.3,0.6944111672044031,0.8763201824274239
1123274,0.5833333333333334,0.6769164075513969,1.0635639843535274
1123411,0.3333333333333333,0.5727742588639959,2.7075423492384285
1123664,0.5,0.5545719017263636,1.1334857776260174
1123670,0.4166666666666667,0.42514573380384996,0.728432536146636
11237,0.3333333333333333,0.5371737723556451,1.6703800149656114
1123775,0.23076923076923078,0.5977715140074744,1.5898547928321751
1123835,0.7692307692307693,0.776206823558877,1.6245753472095377
1123875,0.25,0.44524492606405836,1.3806452296449583
1123876,0.2,0.47842851205682607,1.2792042787975701
11239,0.42105263157894735,0.46204434948845036,2.1781874782664925
1123908,0.47368421052631576,0.7548627394701508,1.4580634014141602
1123940,0.5,0.4081831634775998,1.558772575291962
1123962,0.6666666666666666,0.7045719931460105,0.9131297164635729
1124065,0.3076923076923077,0.26649410000604157,1.1779076381568145
1124173,0.5,0.4700560166110227,1.148303670994047
1124203,0.16666666666666666,0.4894990851380827,1.1861742709610763
1124241,0.21428571428571427,0.5415307257729741,1.0942344863669518
1124304,0.6,0.70599354988255,0.866741953731258
1124350,0.6666666666666666,0.6245441370062459,0.45643481914678363
1124353,0.42857142857142855,0.5554543397903211,0.7639345401642674
1124382,0.5454545454545454,0.7127152349486379,0.8370822595674857
1124394,0.15,0.34810262222453314,1.1609077556492509
1124401,0.4444444444444444,0.4891349088948791,1.3871452231876327
1124407,0.21428571428571427,0.6520888686391741,0.9991086358279422
11245,0.5,0.6281521371657189,1.2604112629644293
1124534,0.4166666666666667,0.5688425865864629,1.5073130286365266
1124557,0.8,0.6470055081544237,1.4079458932119655
1124619,0.2,0.6270241908237238,0.661127126597277
1124634,0.3333333333333333,0.4316278127991474,1.1836746584037883
1124710,0.46153846153846156,0.7115668065553111,1.3823505582232052
1124742,0.5454545454545454,0.7281900182463817,1.3630979617975736
1124829,0.1111111111111111,0.29709941162289005,1.758135105321434
1124929,0.47368421052631576,0.6282666346949379,0.8471346028969231
1124948,0.4166666666666667,0.7331107894881796,0.8193171475677032
1124978,0.4,0.6051193756513427,1.635889484633789
1125188,0.4444444444444444,0.5634707784774583,1.0499242387087424
1125215,0.5384615384615384,0.6173333780318675,1.3452938586935503
1125268,0.4,0.5683475640384804,1.3274991006589874
1125282,0.3181818181818182,0.5086174091204622,0.9946985712345827
1125478,0.4,0.6503992055749297,1.2765607207798437
1125543,0.8,0.8391882586505911,1.194184506197104
1125644,0.6,0.6024581234696955,0.7241405066481811
1125852,0.45454545454545453,0.639250873999614,1.293802169845985
1125951,0.5,0.6736863784366118,1.0090523407307652
1125977,0.2833333333333333,0.5006906539986822,1.0910472795172355
1126022,0.38461538461538464,0.5339160416746578,1.0212811933720405
1126119,0.45454545454545453,0.6713639724980676,0.9806461427125776
1126215,0.38461538461538464,0.531378390380013,1.2847440058072261
1126315,0.5555555555555556,0.6960741453813258,0.6356107660695891
1126406,0.3333333333333333,0.6021834846137265,0.9757305042358047
1126457,0.4444444444444444,0.6325739196571695,0.7572502985020385
1126647,0.2222222222222222,0.39343581049464127,0.8881836305004146
1126730,0.38461538461538464,0.5172475772013881,0.7532687430515941
1126779,0.5714285714285714,0.8115821842319659,0.9920846014507537
1126853,0.4,0.713314112776179,0.6777018135785456
1126985,0.42857142857142855,0.5634210788685199,1.016278301030045
1127030,0.6153846153846154,0.6885027679268068,1.2907409063068456
1127197,0.5384615384615384,0.5755313088673863,1.648392440220878
11273,0.7272727272727273,0.6450576737831032,2.1951527460671927
1127302,0.3333333333333333,0.45799517378561244,1.1547210942936779
1127466,0.7777777777777778,0.6667888837458099,1.264767680025421
1127524,0.5,0.6718458350155764,0.5955693862935217
1127525,0.2857142857142857,0.5897717786339266,0.7429066268985292
1127535,0.45454545454545453,0.6199829766036378,0.9175056675711178
1127667,0.2,0.40580625272538706,0.8446835620011431
1127993,0.4166666666666667,0.6042330258923202,1.122583611485348
1128093,0.17647058823529413,0.4454995136204889,1.1629970140576265
1128210,0.4,0.506012577206512,1.7512086960395623
1128639,0.23076923076923078,0.41645795210476055,1.7069740156945041
1128785,0.45454545454545453,0.5625321305120332,0.8636200704940302
1128879,0.4,0.5397705598258735,1.5421192131946546
1128983,0.2222222222222222,0.5849002847442736,1.795346618164095
1128996,0.18181818181818182,0.5056602388886984,1.2437453404386638
1129050,0.2,0.5645024275758703,1.280996190249792
1129051,0.15384615384615385,0.48459944088516804,1.1524308564469052
1129055,0.2,0.4498422305383366,1.0174899606952155
1129235,0.6428571428571429,0.712278646802342,1.801639151196494
1129258,0.2,0.4998857807169964,1.4118633607624014
1129294,0.5,0.5661157422533063,0.4149407446788942
1129339,0.5454545454545454,0.5634366614660099,1.2249122887472792
1129414,0.7777777777777778,0.5167464309586792,1.7520326351376565
