aid,past_paperCount,first_year,first_genre,past_logCit,post_logCit,post_paperCount,post_career,whole_count,past_es,past_es_dis
464,10,1996,"[68, 68, 82, 82]",1.337719162498503,1.3194765923219773,8,5,18,0.3333333333333333,0.6818538779295367
467,10,2009,"[75, 71, 75]",1.7998744732187777,2.012488204812508,14,3,24,0.5555555555555556,0.7846831450475428
470,10,1993,"[79, 73, 74]",2.2038485160375023,2.125061222690043,57,18,67,0.5555555555555556,0.5558081426182632
472,10,1989,"[74, 74, 74]",1.6251815025913057,1.9728811695364334,15,18,25,0.3333333333333333,0.6813099374986176
481,10,2008,"[64, 5, 83, 83]",1.2850617644250901,1.3597733048679568,7,1,17,0.6666666666666666,0.822523418222567
482,10,1995,[42],1.3089509552533252,0.6931471805599453,2,1,12,0.6666666666666666,0.8672749919071427
487,10,1988,"[62, 81, 81]",1.1473102970783056,1.7420691565445916,79,22,89,0.3333333333333333,0.5780468547761652
491,10,2002,"[75, 75, 75]",0.950599061407714,1.2260466460917916,6,6,16,0.3333333333333333,0.6653029526777494
498,10,2002,[83],1.684738187813414,1.7053506424278755,10,6,20,0.5555555555555556,0.7041642874836983
499,10,1994,"[47, 5, 47]",1.4370443397995314,1.1433815816168422,27,10,37,0.5555555555555556,0.7464958246190644
500,10,2006,"[78, 71, 71, 81]",1.7181339795788642,1.8713729020076886,4,2,14,0.6666666666666666,0.6130950608338354
503,10,2003,"[68, 68, 68, 68]",1.4111160800065232,2.287171802750706,9,6,19,0.3333333333333333,0.5386357531004111
504,10,2001,"[74, 71, 74, 74]",2.4047192698868876,1.8723580986297101,28,9,38,0.5555555555555556,0.6047017909011154
513,10,2004,"[75, 75, 75]",1.3071491047030572,1.9459101490553128,1,0,11,0.2222222222222222,0.3431962340447792
516,10,1993,[4],1.1156250521031494,0.9879604926616162,7,11,17,0.5555555555555556,0.7876255798357702
537,10,1993,"[34, 34]",1.7731149418302734,1.6277833673160467,25,19,35,0.2222222222222222,0.3037025037696544
538,10,2004,"[12, 12, 12, 13]",1.234287368702232,1.2870746943556008,13,5,23,0.4444444444444444,0.6644692580935325
547,10,1991,"[73, 73, 73]",2.053635898373001,2.1553105315635412,48,9,58,0.5555555555555556,0.6366793338841822
549,10,1995,"[73, 73, 73]",2.473956669216114,2.0850443568976704,30,12,40,0.5555555555555556,0.5444421024791866
560,10,1987,"[79, 73]",1.3928610645716275,2.4203423260410863,5,1,15,0.8888888888888888,0.8081396831688981
561,10,1999,"[71, 42, 78, 78]",1.754312984039414,1.8160950063536494,9,8,19,0.5555555555555556,0.7072304381826492
562,10,1996,"[75, 75, 75, 75]",1.879523018302478,2.5051879333846965,31,16,41,0.1111111111111111,0.2780769130972747
565,10,2000,"[52, 42, 32, 42]",1.7892749652283437,1.537169840422226,9,7,19,0.0,0.566476629580303
568,10,1998,"[42, 3]",2.1535195553495825,2.120519433926619,41,14,51,0.3333333333333333,0.29272829739078254
580,10,2007,"[68, 71, 71, 73]",1.3361443268016893,1.5780340529103687,9,4,19,0.3333333333333333,0.6397619268817962
581,10,2001,"[71, 71, 71]",1.0945529489715844,1.766180210798861,20,9,30,0.4444444444444444,0.6377411765943177
587,10,1992,"[75, 75]",1.8460380111762995,1.2179294267971645,25,8,35,0.3333333333333333,0.5410772784760493
591,10,1998,"[73, 82, 82, 34]",1.3695645356103565,1.0986122886681098,1,0,11,0.3333333333333333,0.6780328200526999
596,10,2010,"[75, 25, 61, 5]",1.9974791975663329,1.8332971462265106,7,1,17,0.4444444444444444,0.5913245015386296
597,10,2001,"[79, 68, 78, 78]",2.2053920270741925,2.0839726273380537,12,7,22,0.4444444444444444,0.5094792551349369
600,10,2005,"[74, 74, 76]",2.7658015389858184,1.7940531115615796,8,5,18,0.3333333333333333,0.3898722362130063
602,10,2000,"[71, 71]",1.9352907815124873,1.279643916779702,6,6,16,0.5555555555555556,0.6135189351924735
603,10,2007,"[61, 66, 71, 85]",1.5240544747400098,1.0986122886681098,1,0,11,0.6666666666666666,0.7424321103695529
613,10,1991,"[64, 78]",1.1500690927301886,1.9969232155109622,125,14,135,0.5555555555555556,0.6744591808127073
621,10,1997,"[64, 62, 63, 63]",2.088103237168398,1.763484170179006,36,9,46,0.2222222222222222,0.6179872967538473
628,10,2005,"[81, 74]",1.642567446392455,1.515553582061208,8,3,18,0.4444444444444444,0.685761819187723
629,10,1998,[61],1.6174037324870376,0.9210340371976183,10,7,20,0.3333333333333333,0.6876804105774519
630,10,1993,"[75, 71]",1.3523145537608112,2.1901474250039126,43,10,53,0.4444444444444444,0.6286682109565443
640,10,2005,"[74, 74, 75]",2.2237992989887934,2.5867664944487956,18,5,28,0.3333333333333333,0.4416289428658597
651,10,1991,"[74, 74, 74]",1.647135420567959,1.5203952872752047,104,20,114,0.4444444444444444,0.7651246977642945
652,10,1989,[73],1.5237943965700038,1.3969432640236532,5,5,15,0.6666666666666666,0.7203316306627567
653,10,1992,"[76, 61, 75]",1.2149502294041779,1.4958673585886753,7,2,17,0.8888888888888888,0.9208127626341012
656,10,1992,"[74, 66]",1.3941261763269837,2.80473589759248,2,1,12,0.3333333333333333,0.6801977276607603
660,10,1987,"[68, 63, 68, 79]",2.4959628576937947,1.51301039038838,118,23,128,0.5555555555555556,0.6911807658030761
664,10,1993,"[63, 71]",0.6643789733147673,1.001515692121004,27,12,37,0.6666666666666666,0.8228049859425333
665,10,1995,"[61, 64, 81]",1.1772208062900311,1.3921376597532114,15,9,25,0.4444444444444444,0.6226861774794332
666,10,1994,"[63, 63, 73, 68]",1.1944707881395766,1.7065581037163515,78,14,88,0.6666666666666666,0.6029981509815779
670,10,2001,[34],1.9198757135297615,1.0456154045552306,15,6,25,0.2222222222222222,0.604901379436536
671,10,1992,"[68, 82]",2.5209786186114513,1.6312626137494677,47,18,57,0.2222222222222222,0.6209207198619799
673,10,2000,"[82, 61, 61, 77]",1.5943513666258542,1.9458268330782702,5,4,15,0.2222222222222222,0.5840544655364903
678,10,1999,[64],1.148452599044853,0.6931471805599454,3,1,13,0.7777777777777778,0.6706985167025777
680,10,1996,"[66, 61]",0.7049254841255836,0.6356107660695891,5,10,15,0.6666666666666666,0.6918793974352387
681,10,1988,"[68, 78, 81, 61]",1.3136029568168144,0.7062341845217657,9,12,19,0.3333333333333333,0.6944086607301587
688,10,1994,"[71, 71]",1.1820998227069743,1.757665742585057,23,15,33,0.4444444444444444,0.4833317738053268
694,10,2002,[66],1.2829998357048167,0.6931471805599453,1,0,11,0.5555555555555556,0.6672892706856827
695,10,2002,"[61, 66, 76]",1.6174037324870372,1.1129283356496407,11,4,21,0.7777777777777778,0.7112314849463881
696,10,1986,"[76, 33]",1.1472103470449972,1.3977869891653751,27,8,37,0.4444444444444444,0.7248212203137858
697,10,2000,"[6, 21, 61, 76]",1.4475803913653142,1.8407950275979426,12,3,22,1.0,0.7942104387148645
702,10,2007,"[68, 61, 68, 73]",2.7565178133368606,1.6069522020349425,16,4,26,0.6666666666666666,0.6337710366276434
713,10,2005,"[71, 71, 78]",2.1302001666328114,1.5390471002115764,15,5,25,0.6666666666666666,0.4933196431287754
714,10,1995,"[73, 73, 79]",1.1010068010853415,0.6931471805599453,2,3,12,0.4444444444444444,0.6026729439339833
729,10,1986,"[75, 75]",1.216525065100992,1.7626042748584358,44,13,54,0.3333333333333333,0.6960779341483858
731,10,2000,"[74, 71, 76]",1.5270397710549777,1.6576448017399315,11,3,21,0.5555555555555556,0.4375873662841647
733,10,2003,"[71, 75, 91]",2.5623613497048288,2.1312903402663537,4,3,14,0.6666666666666666,0.7181775457198218
734,10,1986,"[61, 64, 71]",1.660848996985179,1.7350457468118266,50,24,60,0.5555555555555556,0.6739712895315888
738,10,2003,"[64, 5, 81]",1.4775908506103481,1.6879966139244929,12,4,22,0.4444444444444444,0.6375288401316307
740,10,2002,"[75, 75, 71]",1.91962075916753,1.808287560129706,6,4,16,0.2222222222222222,0.5215260075588318
747,10,1998,"[75, 71, 75]",1.4401695941499422,1.990424109462295,20,11,30,0.3333333333333333,0.5091057935505092
750,10,1990,"[78, 64, 71, 62]",1.518665067131249,1.642329280617823,36,16,46,0.3333333333333333,0.5279303796073493
757,10,2002,"[71, 71, 71]",2.355281695381563,1.5683965608604713,32,8,42,0.4444444444444444,0.6383943169215087
760,10,1990,"[68, 68, 68]",1.7654188377166604,1.3988492475037837,39,17,49,0.4444444444444444,0.7227305171086225
767,10,2002,"[75, 72, 72]",2.4327003982583912,2.1026380944583227,22,7,32,0.5555555555555556,0.5547207452326343
769,10,2001,"[71, 74, 78]",1.642902148204024,1.2347572207803874,5,4,15,0.5555555555555556,0.5618297517358442
771,10,2002,"[75, 65]",2.614915408551698,2.3693828015341247,16,6,26,0.5555555555555556,0.447903476905113
772,10,1994,[73],1.991025345452576,1.2903901632012897,24,6,34,0.4444444444444444,0.3665041725040806
773,10,1989,"[68, 82]",2.3739329539132976,2.0779669031318413,80,16,90,0.4444444444444444,0.5018782102680522
780,10,1983,"[52, 52, 52]",1.0632773779711946,0.0,1,0,11,0.6666666666666666,0.7917481708475359
781,10,1999,"[75, 68, 73]",1.3766908376125058,1.545521226679158,2,0,12,0.4444444444444444,0.6582452674847105
782,10,2002,"[73, 73]",3.391931635210894,2.57155013879345,17,7,27,0.2222222222222222,0.46501763667833196
783,10,2001,"[74, 74, 79]",2.487190256524207,2.3177890192863475,32,10,42,0.3333333333333333,0.34436938835904607
786,10,2008,"[73, 71, 72]",1.6174853984776927,2.001365538276369,11,2,21,0.5555555555555556,0.6792868461409914
814,10,1985,[67],1.2108680299521524,1.4354061264420452,27,20,37,0.4444444444444444,0.7378208320735157
822,10,1991,"[78, 73, 78]",2.8718710007008377,2.5708185031066186,8,4,18,0.6666666666666666,0.6285413525260319
824,10,2005,"[73, 73, 72, 71]",2.4176219676119515,2.53273935526977,36,5,46,0.4444444444444444,0.5650386879344677
825,10,1998,"[79, 34, 61, 81]",1.489427925849732,2.7284417916246357,51,11,61,0.6666666666666666,0.8489028974929265
826,10,1999,"[73, 75, 75]",2.400466301463545,2.2995299976175514,17,11,27,0.3333333333333333,0.5456255950323867
829,10,2004,"[73, 68, 71, 75]",2.505143117874531,2.2143589168332527,8,3,18,0.2222222222222222,0.4711328569371472
836,10,2006,"[68, 61, 68]",1.0568235258574377,0.6931471805599453,1,0,11,0.4444444444444444,0.751819344696141
837,10,1989,"[25, 29]",1.6217913474237373,0.6931471805599453,1,0,11,0.6666666666666666,0.8709868094531731
839,10,1992,"[74, 75, 74, 72]",3.425407840113609,2.5461909427688,61,17,71,0.3333333333333333,0.4981822218567844
841,10,2009,"[85, 72, 73]",1.705845284821408,2.3721313813644884,3,1,13,0.5555555555555556,0.6103534998836921
842,10,1997,"[72, 72, 71, 72]",2.3025800788683406,1.939349602224868,54,14,64,0.3333333333333333,0.48495620807861894
844,10,1989,"[73, 71, 78]",1.1867518242704638,2.1843664010995103,11,11,21,0.4444444444444444,0.6361449153283094
846,10,1994,"[62, 64, 81]",1.8549945768557723,2.167960400575385,87,14,97,0.6666666666666666,0.6034203131793655
854,10,2003,"[61, 7, 75, 78]",2.1804220747624727,2.307254172605418,14,6,24,0.4444444444444444,0.6483788828361062
856,10,2003,"[74, 74, 74]",1.5248993801886623,1.7705091970316065,14,5,24,0.5555555555555556,0.7468170726697722
858,10,2006,"[75, 71, 75, 75]",1.5130729881392888,2.5219872944542727,5,1,15,0.5555555555555556,0.5225434362174125
860,10,1999,"[82, 68, 68]",1.441126539251557,0.9407772599448784,41,12,51,0.7777777777777778,0.7286043093151184
862,10,2011,"[73, 73, 73]",2.9059189367964606,2.5529727369502906,2,0,12,0.5555555555555556,0.5488312429385408
876,10,1991,"[73, 71, 78]",0.9960245886354736,1.6834346018533157,14,9,24,0.5555555555555556,0.7613556675273687
882,10,1989,"[75, 75]",1.7268351172778267,2.1499326272884844,14,6,24,0.5555555555555556,0.6413607488268641
883,10,2000,"[52, 52, 52]",1.762009088153027,2.0061908080021733,25,9,35,0.5555555555555556,0.8062464677706773
884,10,1990,"[24, 25]",0.9939626599152002,1.0047702576939754,17,18,27,0.3333333333333333,0.6755381247794422
889,10,1992,"[34, 34]",1.4897017378729447,1.5693124156820213,19,17,29,0.3333333333333333,0.6355204891676739
894,10,2002,"[68, 81, 81]",1.0632773779711946,0.6931471805599453,1,0,11,0.5555555555555556,0.7416246617631025
895,10,1991,"[78, 78]",1.7297521550078048,1.6058480034141511,19,12,29,0.5555555555555556,0.6727053846062967
908,10,1985,"[68, 63, 79]",2.244395026848319,2.34106561356211,2,0,12,0.5555555555555556,0.7470517997375887
910,10,1986,"[64, 5, 64]",2.2643629580462434,2.2535435523336256,33,18,43,0.8888888888888888,0.730435273754084
911,10,2000,"[5, 64, 83]",2.5469934585207703,2.6466569624039558,55,13,65,0.2222222222222222,0.5852003888987085
912,10,1992,"[73, 71]",2.0950025243170933,0.9868221827117339,7,6,17,0.4444444444444444,0.7125819601228135
914,10,1989,"[68, 64, 5, 68]",2.4924859038398632,2.4513532837442207,46,17,56,0.5555555555555556,0.6628644439272908
915,10,2006,"[5, 2, 75]",1.4544796785140093,1.9033312448851598,2,1,12,0.6666666666666666,0.655246067483112
916,10,1996,"[61, 5]",2.1008865743193867,2.0180684191061005,16,13,26,0.4444444444444444,0.5666145088795856
917,10,1997,"[2, 46, 47]",1.4516625908173397,2.055303975139289,6,6,16,0.8888888888888888,0.7765634680186453
923,10,1998,"[78, 78, 71, 71]",1.5153202737244948,2.062651277877309,29,8,39,0.5555555555555556,0.6860892638126239
927,10,1986,"[61, 61, 36]",2.094310465684609,1.5088418553907785,46,23,56,0.4444444444444444,0.7402370207134706
930,10,1990,"[24, 25, 25, 29]",1.521774125838252,1.86313837253775,7,2,17,0.5555555555555556,0.7852348582067312
931,10,1991,"[41, 3, 5, 29]",1.775451973887736,0.8922315660297292,9,19,19,0.2222222222222222,0.7432776121331431
937,10,1992,"[78, 71, 71, 72]",1.6572286921187829,1.3842757722397812,29,4,39,0.5555555555555556,0.6339439312835513
941,10,1988,"[66, 78, 42]",1.5480890144310426,1.0789817827253791,6,5,16,0.4444444444444444,0.8443855371438801
951,10,1989,"[73, 72, 73, 75]",1.8911075062845835,1.0965418686683501,6,3,16,0.5555555555555556,0.626398517673442
954,10,2009,"[61, 33, 31]",2.298537887418449,1.3701597308354978,4,3,14,0.3333333333333333,0.7164649908766547
962,10,2004,"[78, 78]",1.075055681536833,2.6742805108211445,27,6,37,0.5555555555555556,0.7146296898030022
965,10,1987,"[72, 42]",1.0568235258574377,2.008022056800082,15,8,25,0.5555555555555556,0.8504148697764923
970,10,1999,"[78, 42, 71]",1.5608269527525411,1.170532806781055,4,13,14,0.5555555555555556,0.60271624429805
974,10,1990,"[68, 61, 68]",1.1995351614214522,1.2688337578577351,7,3,17,0.4444444444444444,0.6471496676097164
977,10,2005,"[61, 73, 71]",2.3250756767515655,1.8358595844734178,17,5,27,0.4444444444444444,0.64530508253454
979,10,2003,"[61, 68, 81]",2.2700958333750156,1.8899916054461787,27,8,37,0.2222222222222222,0.5738842793825226
983,10,1995,"[61, 61, 61, 68]",1.8874213469541679,1.46535319349875,16,6,26,0.8888888888888888,0.7003767707640566
985,10,2003,"[85, 3, 74]",2.212728065915816,2.6390573296152584,1,0,11,0.3333333333333333,0.5586941705502944
1001,10,1998,"[78, 75, 63, 64]",1.9483936077531279,1.6902439249546786,17,3,27,0.4444444444444444,0.7681312567013289
