tmt1,tmt2,var,mean1,mean2,pop.sd,std.eff.sz,p,ks,ks.pval,stop.method
0,1,Genre_55,0.0088,0.0089,0.0696,0.0023,0.9497,2e-04,1,unw
0,1,Genre_56,0.0052,0.0041,0.0511,0.0212,0.5589,0.0011,1,unw
0,1,Genre_57,0.0052,0.0099,0.0882,0.0538,0.0263,0.0047,1,unw
0,1,Genre_58,0.0145,0.0181,0.112,0.0322,0.2725,0.0036,1,unw
0,1,Genre_59,0.0036,0.0016,0.0706,0.0292,0.1611,0.0021,1,unw
0,1,Genre_60,0.001,0.0025,0.0403,0.0371,0.1399,0.0015,1,unw
0,1,Genre_61,0.001,0.0023,0.0325,0.0399,0.1908,0.0013,1,unw
0,1,Genre_62,0,2e-04,0.0084,0.0231,0.3173,2e-04,1,unw
0,1,Genre_63,0.0041,0,0.0252,0.1639,0.0046,0.0041,1,unw
0,1,Genre_64,0.0057,0.0056,0.0975,5e-04,0.9814,0,1,unw
0,1,Genre_65,0.0026,0.0017,0.046,0.0181,0.5188,8e-04,1,unw
0,1,Genre_66,0.0052,0.005,0.0913,0.0012,0.9527,1e-04,1,unw
0,1,Genre_67,0.0098,0.007,0.1459,0.0193,0.2641,0.0028,1,unw
0,1,Genre_68,0,2e-04,0.0119,0.0163,0.3173,2e-04,1,unw
0,2,pre_citCount,1.564,1.7717,0.5431,0.3825,0,0.1699,0,unw
0,2,firstyear:a1980,0.0052,0.0012,0.0403,0.099,0,0.004,0,unw
0,2,firstyear:a1981,0.0057,0.0022,0.0482,0.0731,NA,0.0035,NA,unw
0,2,firstyear:a1982,0.0062,8e-04,0.0489,0.1106,NA,0.0054,NA,unw
0,2,firstyear:a1983,0.0062,0.0012,0.0537,0.0934,NA,0.005,NA,unw
0,2,firstyear:a1984,0.0098,0.0037,0.0837,0.0727,NA,0.0061,NA,unw
0,2,firstyear:a1985,0.0377,0.021,0.1622,0.1031,NA,0.0167,NA,unw
0,2,firstyear:a1986,0.0361,0.0223,0.1647,0.0838,NA,0.0138,NA,unw
0,2,firstyear:a1987,0.0423,0.0223,0.1733,0.1154,NA,0.02,NA,unw
0,2,firstyear:a1988,0.0459,0.0302,0.1839,0.0858,NA,0.0158,NA,unw
0,2,firstyear:a1989,0.0563,0.0353,0.1977,0.1062,NA,0.021,NA,unw
0,2,firstyear:a1990,0.0501,0.0347,0.2005,0.0768,NA,0.0154,NA,unw
0,2,firstyear:a1991,0.0547,0.0366,0.2027,0.0892,NA,0.0181,NA,unw
0,2,firstyear:a1992,0.0604,0.0574,0.236,0.0127,NA,0.003,NA,unw
0,2,firstyear:a1993,0.062,0.0664,0.2497,0.0179,NA,0.0045,NA,unw
0,2,firstyear:a1994,0.0681,0.0684,0.2492,9e-04,NA,2e-04,NA,unw
0,2,firstyear:a1995,0.0635,0.0703,0.2496,0.0274,NA,0.0068,NA,unw
0,2,firstyear:a1996,0.0542,0.0674,0.2405,0.0548,NA,0.0132,NA,unw
0,2,firstyear:a1997,0.0532,0.0721,0.2496,0.0758,NA,0.0189,NA,unw
0,2,firstyear:a1998,0.0609,0.067,0.2459,0.0248,NA,0.0061,NA,unw
0,2,firstyear:a1999,0.0558,0.0684,0.2475,0.051,NA,0.0126,NA,unw
0,2,firstyear:a2000,0.0428,0.0649,0.2352,0.0936,NA,0.022,NA,unw
0,2,firstyear:a2001,0.0506,0.0649,0.2337,0.061,NA,0.0143,NA,unw
0,2,firstyear:a2002,0.0361,0.0509,0.2079,0.0712,NA,0.0148,NA,unw
0,2,firstyear:a2003,0.0222,0.0384,0.1765,0.0918,NA,0.0162,NA,unw
0,2,firstyear:a2004,0.0129,0.0253,0.1426,0.0867,NA,0.0124,NA,unw
0,2,firstyear:a2005,0.001,0.0069,0.065,0.0897,NA,0.0058,NA,unw
0,2,Ncount,12.5235,15.6027,8.3116,0.3705,0,0.1547,0,unw
0,2,Genre_0,5e-04,2e-04,0.0168,0.0191,0.5618,3e-04,1,unw
0,2,Genre_1,0.0408,0.0216,0.1593,0.1207,1e-04,0.0192,0.6766,unw
0,2,Genre_2,0.0485,0.0921,0.2586,0.1685,0,0.0436,0.0097,unw
0,2,Genre_3,0.0145,0.0627,0.173,0.2789,0,0.0482,0.0029,unw
0,2,Genre_4,0.1378,0.0874,0.313,0.1612,0,0.0505,0.0016,unw
0,2,Genre_5,0.0041,0.0018,0.0511,0.0464,0.132,0.0024,1,unw
0,2,Genre_6,0.0155,0.0065,0.0993,0.0909,0.0028,0.009,0.9998,unw
0,2,Genre_7,0.0367,0.0909,0.2279,0.2381,0,0.0543,5e-04,unw
0,2,Genre_8,0.0258,0.0923,0.2227,0.2985,0,0.0665,0,unw
0,2,Genre_9,0.0253,0.0554,0.1826,0.1651,0,0.0301,0.1557,unw
0,2,Genre_10,0.0145,0.0484,0.1669,0.2033,0,0.0339,0.0788,unw
0,2,Genre_11,0.0186,0.088,0.2166,0.3203,0,0.0694,0,unw
0,2,Genre_12,0,2e-04,0.0084,0.0233,0.3173,2e-04,1,unw
0,2,Genre_13,0.0052,0.0505,0.1578,0.2875,0,0.0454,0.0061,unw
0,2,Genre_14,0.0196,0.0443,0.1673,0.1474,0,0.0247,0.3603,unw
0,2,Genre_15,0.0392,0.1021,0.2479,0.2535,0,0.0628,0,unw
0,2,Genre_16,0.0026,0.0065,0.0691,0.0562,0.0158,0.0039,1,unw
0,2,Genre_17,0.0134,0.0837,0.2042,0.344,0,0.0702,0,unw
0,2,Genre_18,5e-04,6e-04,0.0238,0.003,0.9078,1e-04,1,unw
0,2,Genre_19,0.017,0.0084,0.0924,0.0932,0.0073,0.0086,0.9999,unw
0,2,Genre_20,0.0418,0.0114,0.1491,0.2043,0,0.0305,0.1478,unw
0,2,Genre_21,0.0614,0.0692,0.2327,0.0332,0.2354,0.0077,1,unw
0,2,Genre_22,0.0315,0.01,0.132,0.1629,0,0.0215,0.535,unw
0,2,Genre_23,0.0423,0.0388,0.1844,0.0192,0.5053,0.0035,1,unw
0,2,Genre_24,0.0103,0.0024,0.0711,0.1121,9e-04,0.008,1,unw
0,2,Genre_25,0.0191,0.0057,0.1264,0.1062,0,0.0134,0.9621,unw
0,2,Genre_26,0.0015,0.0014,0.042,0.0042,0.8637,2e-04,1,unw
0,2,Genre_27,0.0284,0.0112,0.1186,0.1453,0,0.0172,0.7989,unw
0,2,Genre_28,0.1306,0.105,0.2894,0.0885,0.0036,0.0256,0.3163,unw
0,2,Genre_29,0.0036,4e-04,0.0475,0.0678,0.0206,0.0032,1,unw
0,2,Genre_30,0.0041,8e-04,0.046,0.0728,0.0266,0.0033,1,unw
0,2,Genre_31,0.0052,0.0012,0.0537,0.0742,0.0189,0.004,1,unw
0,2,Genre_32,0.0057,0.0014,0.0628,0.0686,0.0158,0.0043,1,unw
0,2,Genre_33,0.0712,0.0106,0.1665,0.3644,0,0.0607,1e-04,unw
0,2,Genre_34,0.0098,0.0024,0.0639,0.1168,0.0014,0.0075,1,unw
0,2,Genre_35,0.1182,0.0302,0.1922,0.4581,0,0.0881,0,unw
0,2,Genre_36,0.144,0.0464,0.3159,0.309,0,0.0976,0,unw
0,2,Genre_37,0.0165,0.0051,0.1278,0.0894,2e-04,0.0114,0.993,unw
0,2,Genre_38,0.033,0.0086,0.1629,0.15,0,0.0244,0.3723,unw
0,2,Genre_39,0.0718,0.0402,0.2507,0.126,0,0.0316,0.1212,unw
0,2,Genre_40,0.0072,0.0031,0.0866,0.0473,0.0489,0.0041,1,unw
0,2,Genre_41,0.0139,0.0035,0.1041,0.1001,2e-04,0.0104,0.9981,unw
0,2,Genre_42,0.0248,0.0065,0.1192,0.1537,0,0.0183,0.7339,unw
0,2,Genre_43,0.0872,0.0282,0.2569,0.2298,0,0.059,1e-04,unw
0,2,Genre_44,0.1218,0.0968,0.3317,0.0755,0.0032,0.0251,0.3416,unw
0,2,Genre_45,0.0475,0.0431,0.221,0.0199,0.4334,0.0044,1,unw
0,2,Genre_46,0.0759,0.0748,0.2827,0.0037,0.882,0.001,1,unw
0,2,Genre_47,0.0759,0.0848,0.2758,0.0324,0.2123,0.0089,0.9999,unw
0,2,Genre_48,0.0738,0.1089,0.3058,0.1148,0,0.0351,0.0628,unw
0,2,Genre_49,0.032,0.0216,0.1639,0.0638,0.0198,0.0105,0.9979,unw
0,2,Genre_50,0.0114,0.0055,0.107,0.0549,0.0251,0.0059,1,unw
0,2,Genre_51,0.0888,0.0551,0.2782,0.1213,0,0.0337,0.0817,unw
0,2,Genre_52,0.0361,0.0219,0.173,0.0821,0.0026,0.0142,0.9398,unw
0,2,Genre_53,0.0305,0.0049,0.1426,0.1793,0,0.0256,0.318,unw
0,2,Genre_54,0.0465,0.0139,0.1695,0.1921,0,0.0326,0.102,unw
0,2,Genre_55,0.0088,0.001,0.0696,0.112,3e-04,0.0078,1,unw
0,2,Genre_56,0.0052,0.001,0.0511,0.0819,0.0131,0.0042,1,unw
0,2,Genre_57,0.0052,0.0069,0.0882,0.0192,0.396,0.0017,1,unw
0,2,Genre_58,0.0145,0.0074,0.112,0.0626,0.0182,0.007,1,unw
0,2,Genre_59,0.0036,0.0094,0.0706,0.082,0.0026,0.0058,1,unw
0,2,Genre_60,0.001,8e-04,0.0403,0.0062,0.7639,2e-04,1,unw
0,2,Genre_61,0.001,2e-04,0.0325,0.0257,0.2683,8e-04,1,unw
0,2,Genre_62,0,0,0.0084,0,NA,0,1,unw
0,2,Genre_63,0.0041,2e-04,0.0252,0.1561,0.0075,0.0039,1,unw
0,2,Genre_64,0.0057,0.0163,0.0975,0.1085,0,0.0106,0.9975,unw
0,2,Genre_65,0.0026,0.0016,0.046,0.022,0.428,0.001,1,unw
0,2,Genre_66,0.0052,0.0135,0.0913,0.0915,3e-04,0.0084,1,unw
0,2,Genre_67,0.0098,0.0413,0.1459,0.2161,0,0.0315,0.1226,unw
0,2,Genre_68,0,2e-04,0.0119,0.0165,0.3173,2e-04,1,unw
0,3,pre_citCount,1.564,1.7533,0.5431,0.3485,0,0.1532,0,unw
0,3,firstyear:a1980,0.0052,0,0.0403,0.1282,0,0.0052,0,unw
0,3,firstyear:a1981,0.0057,0.0015,0.0482,0.0862,NA,0.0042,NA,unw
0,3,firstyear:a1982,0.0062,0,0.0489,0.1266,NA,0.0062,NA,unw
0,3,firstyear:a1983,0.0062,0.001,0.0537,0.0964,NA,0.0052,NA,unw
0,3,firstyear:a1984,0.0098,0.0041,0.0837,0.0686,NA,0.0057,NA,unw
0,3,firstyear:a1985,0.0377,0.0122,0.1622,0.1572,NA,0.0255,NA,unw
0,3,firstyear:a1986,0.0361,0.0244,0.1647,0.0714,NA,0.0118,NA,unw
0,3,firstyear:a1987,0.0423,0.0259,0.1733,0.0948,NA,0.0164,NA,unw
0,3,firstyear:a1988,0.0459,0.0254,0.1839,0.1118,NA,0.0206,NA,unw
0,3,firstyear:a1989,0.0563,0.0366,0.1977,0.0997,NA,0.0197,NA,unw
0,3,firstyear:a1990,0.0501,0.0305,0.2005,0.0978,NA,0.0196,NA,unw
0,3,firstyear:a1991,0.0547,0.0386,0.2027,0.0795,NA,0.0161,NA,unw
0,3,firstyear:a1992,0.0604,0.0513,0.236,0.0386,NA,0.0091,NA,unw
0,3,firstyear:a1993,0.062,0.0655,0.2497,0.0143,NA,0.0036,NA,unw
0,3,firstyear:a1994,0.0681,0.0564,0.2492,0.0472,NA,0.0118,NA,unw
0,3,firstyear:a1995,0.0635,0.0665,0.2496,0.0121,NA,0.003,NA,unw
0,3,firstyear:a1996,0.0542,0.0589,0.2405,0.0196,NA,0.0047,NA,unw
0,3,firstyear:a1997,0.0532,0.0762,0.2496,0.0922,NA,0.023,NA,unw
0,3,firstyear:a1998,0.0609,0.0711,0.2459,0.0414,NA,0.0102,NA,unw
0,3,firstyear:a1999,0.0558,0.0833,0.2475,0.1113,NA,0.0275,NA,unw
0,3,firstyear:a2000,0.0428,0.0736,0.2352,0.1309,NA,0.0308,NA,unw
0,3,firstyear:a2001,0.0506,0.0686,0.2337,0.0769,NA,0.018,NA,unw
0,3,firstyear:a2002,0.0361,0.0594,0.2079,0.112,NA,0.0233,NA,unw
0,3,firstyear:a2003,0.0222,0.0391,0.1765,0.0958,NA,0.0169,NA,unw
0,3,firstyear:a2004,0.0129,0.0259,0.1426,0.0911,NA,0.013,NA,unw
0,3,firstyear:a2005,0.001,0.0041,0.065,0.0467,NA,0.003,NA,unw
0,3,Ncount,12.5235,12.5429,8.3116,0.0023,0.936,0.1038,0,unw
0,3,Genre_0,5e-04,0,0.0168,0.0307,0.3173,5e-04,1,unw
0,3,Genre_1,0.0408,0.0157,0.1593,0.1572,0,0.025,0.5729,unw
0,3,Genre_2,0.0485,0.0828,0.2586,0.1325,0,0.0343,0.202,unw
0,3,Genre_3,0.0145,0.0223,0.173,0.0456,0.0663,0.0079,1,unw
0,3,Genre_4,0.1378,0.1082,0.313,0.0948,0.0048,0.0297,0.3566,unw
0,3,Genre_5,0.0041,0.0025,0.0511,0.0312,0.3891,0.0016,1,unw
0,3,Genre_6,0.0155,0.0071,0.0993,0.0844,0.0134,0.0084,1,unw
0,3,Genre_7,0.0367,0.0508,0.2279,0.062,0.0307,0.0141,0.9898,unw
0,3,Genre_8,0.0258,0.0482,0.2227,0.1007,2e-04,0.0224,0.7095,unw
0,3,Genre_9,0.0253,0.0284,0.1826,0.0172,0.5435,0.0031,1,unw
0,3,Genre_10,0.0145,0.0315,0.1669,0.1021,4e-04,0.017,0.9395,unw
0,3,Genre_11,0.0186,0.0528,0.2166,0.158,0,0.0342,0.2026,unw
0,3,Genre_12,0,0,0.0084,0,NA,0,1,unw
0,3,Genre_13,0.0052,0.0244,0.1578,0.1217,0,0.0192,0.8637,unw
0,3,Genre_14,0.0196,0.0295,0.1673,0.0588,0.0467,0.0098,1,unw
0,3,Genre_15,0.0392,0.0635,0.2479,0.0978,6e-04,0.0242,0.6142,unw
0,3,Genre_16,0.0026,0.0071,0.0691,0.0655,0.0412,0.0045,1,unw
0,3,Genre_17,0.0134,0.0452,0.2042,0.1557,0,0.0318,0.2776,unw
0,3,Genre_18,5e-04,5e-04,0.0238,4e-04,0.9908,0,1,unw
0,3,Genre_19,0.017,0.0041,0.0924,0.1404,1e-04,0.013,0.9966,unw
0,3,Genre_20,0.0418,0.0086,0.1491,0.2226,0,0.0332,0.2325,unw
0,3,Genre_21,0.0614,0.0523,0.2327,0.0392,0.2185,0.0091,1,unw
0,3,Genre_22,0.0315,0.0071,0.132,0.1848,0,0.0244,0.6072,unw
0,3,Genre_23,0.0423,0.0198,0.1844,0.1222,1e-04,0.0225,0.7047,unw
0,3,Genre_24,0.0103,0.0036,0.0711,0.0952,0.011,0.0068,1,unw
0,3,Genre_25,0.0191,0.0061,0.1264,0.1029,3e-04,0.013,0.9965,unw
0,3,Genre_26,0.0015,0.0015,0.042,6e-04,0.984,0,1,unw
0,3,Genre_27,0.0284,0.0041,0.1186,0.2052,0,0.0243,0.6098,unw
0,3,Genre_28,0.1306,0.063,0.2894,0.2337,0,0.0676,3e-04,unw
0,3,Genre_29,0.0036,5e-04,0.0475,0.0654,0.0329,0.0031,1,unw
0,3,Genre_30,0.0041,0.0015,0.046,0.0567,0.1257,0.0026,1,unw
0,3,Genre_31,0.0052,5e-04,0.0537,0.0866,0.0064,0.0047,1,unw
0,3,Genre_32,0.0057,0.002,0.0628,0.0581,0.0664,0.0036,1,unw
0,3,Genre_33,0.0712,0.0056,0.1665,0.3943,0,0.0657,4e-04,unw
0,3,Genre_34,0.0098,5e-04,0.0639,0.1456,1e-04,0.0093,1,unw
0,3,Genre_35,0.1182,0.003,0.1922,0.5992,0,0.1152,0,unw
0,3,Genre_36,0.144,0.0747,0.3159,0.2196,0,0.0694,2e-04,unw
0,3,Genre_37,0.0165,0.0147,0.1278,0.014,0.6517,0.0018,1,unw
0,3,Genre_38,0.033,0.0239,0.1629,0.0563,0.085,0.0092,1,unw
0,3,Genre_39,0.0718,0.0589,0.2507,0.0512,0.1044,0.0128,0.997,unw
0,3,Genre_40,0.0072,0.0076,0.0866,0.0045,0.887,4e-04,1,unw
0,3,Genre_41,0.0139,0.0025,0.1041,0.1096,1e-04,0.0114,0.9996,unw
0,3,Genre_42,0.0248,0.0081,0.1192,0.1398,0,0.0167,0.9494,unw
0,3,Genre_43,0.0872,0.0523,0.2569,0.136,0,0.0349,0.1843,unw
0,3,Genre_44,0.1218,0.1473,0.3317,0.0767,0.0197,0.0254,0.5521,unw
0,3,Genre_45,0.0475,0.0681,0.221,0.093,0.0058,0.0206,0.8037,unw
0,3,Genre_46,0.0759,0.1072,0.2827,0.1106,7e-04,0.0313,0.2953,unw
0,3,Genre_47,0.0759,0.099,0.2758,0.0839,0.0104,0.0231,0.6723,unw
0,3,Genre_48,0.0738,0.1823,0.3058,0.3548,0,0.1085,0,unw
0,3,Genre_49,0.032,0.0254,0.1639,0.0404,0.216,0.0066,1,unw
0,3,Genre_50,0.0114,0.0081,0.107,0.0302,0.3042,0.0032,1,unw
0,3,Genre_51,0.0888,0.0782,0.2782,0.038,0.232,0.0106,0.9999,unw
0,3,Genre_52,0.0361,0.0325,0.173,0.021,0.5329,0.0036,1,unw
0,3,Genre_53,0.0305,0.0102,0.1426,0.1424,0,0.0203,0.8157,unw
0,3,Genre_54,0.0465,0.0127,0.1695,0.1993,0,0.0338,0.2155,unw
0,3,Genre_55,0.0088,5e-04,0.0696,0.1187,2e-04,0.0083,1,unw
0,3,Genre_56,0.0052,5e-04,0.0511,0.0912,0.0064,0.0047,1,unw
0,3,Genre_57,0.0052,0.0076,0.0882,0.0278,0.3353,0.0025,1,unw
0,3,Genre_58,0.0145,0.0107,0.112,0.0338,0.2879,0.0038,1,unw
0,3,Genre_59,0.0036,0.0041,0.0706,0.0064,0.8204,4e-04,1,unw
0,3,Genre_60,0.001,0.002,0.0403,0.0248,0.4242,0.001,1,unw
0,3,Genre_61,0.001,0,0.0325,0.0317,0.1572,0.001,1,unw
0,3,Genre_62,0,0,0.0084,0,NA,0,1,unw
0,3,Genre_63,0.0041,0,0.0252,0.1639,0.0046,0.0041,1,unw
0,3,Genre_64,0.0057,0.0066,0.0975,0.0095,0.7118,9e-04,1,unw
0,3,Genre_65,0.0026,0.0041,0.046,0.0322,0.4207,0.0015,1,unw
0,3,Genre_66,0.0052,0.0071,0.0913,0.0213,0.4356,0.0019,1,unw
0,3,Genre_67,0.0098,0.0213,0.1459,0.079,0.0036,0.0115,0.9995,unw
0,3,Genre_68,0,0,0.0119,0,NA,0,1,unw
1,2,pre_citCount,1.5357,1.7717,0.5431,0.4345,0,0.1887,0,unw
1,2,firstyear:a1980,0.0014,0.0012,0.0403,0.0046,0,2e-04,0,unw
1,2,firstyear:a1981,0.0016,0.0022,0.0482,0.0125,NA,6e-04,NA,unw
1,2,firstyear:a1982,0.0035,8e-04,0.0489,0.0554,NA,0.0027,NA,unw
1,2,firstyear:a1983,0.0041,0.0012,0.0537,0.054,NA,0.0029,NA,unw
1,2,firstyear:a1984,0.0105,0.0037,0.0837,0.0808,NA,0.0068,NA,unw
1,2,firstyear:a1985,0.0348,0.021,0.1622,0.0851,NA,0.0138,NA,unw
1,2,firstyear:a1986,0.0317,0.0223,0.1647,0.0566,NA,0.0093,NA,unw
1,2,firstyear:a1987,0.0373,0.0223,0.1733,0.0863,NA,0.015,NA,unw
1,2,firstyear:a1988,0.0394,0.0302,0.1839,0.0503,NA,0.0093,NA,unw
1,2,firstyear:a1989,0.0419,0.0353,0.1977,0.0338,NA,0.0067,NA,unw
1,2,firstyear:a1990,0.0505,0.0347,0.2005,0.0789,NA,0.0158,NA,unw
1,2,firstyear:a1991,0.0464,0.0366,0.2027,0.0482,NA,0.0098,NA,unw
1,2,firstyear:a1992,0.0635,0.0574,0.236,0.0259,NA,0.0061,NA,unw
1,2,firstyear:a1993,0.0695,0.0664,0.2497,0.0125,NA,0.0031,NA,unw
1,2,firstyear:a1994,0.068,0.0684,0.2492,0.0016,NA,4e-04,NA,unw
1,2,firstyear:a1995,0.0645,0.0703,0.2496,0.0235,NA,0.0059,NA,unw
1,2,firstyear:a1996,0.0598,0.0674,0.2405,0.0315,NA,0.0076,NA,unw
1,2,firstyear:a1997,0.0629,0.0721,0.2496,0.0368,NA,0.0092,NA,unw
1,2,firstyear:a1998,0.0612,0.067,0.2459,0.0237,NA,0.0058,NA,unw
1,2,firstyear:a1999,0.0596,0.0684,0.2475,0.0354,NA,0.0088,NA,unw
1,2,firstyear:a2000,0.053,0.0649,0.2352,0.0503,NA,0.0118,NA,unw
1,2,firstyear:a2001,0.0499,0.0649,0.2337,0.0639,NA,0.0149,NA,unw
1,2,firstyear:a2002,0.0377,0.0509,0.2079,0.0638,NA,0.0133,NA,unw
1,2,firstyear:a2003,0.0272,0.0384,0.1765,0.0635,NA,0.0112,NA,unw
1,2,firstyear:a2004,0.0173,0.0253,0.1426,0.056,NA,0.008,NA,unw
1,2,firstyear:a2005,0.0029,0.0069,0.065,0.0607,NA,0.0039,NA,unw
1,2,Ncount,11.4009,15.6027,8.3116,0.5055,0,0.2406,0,unw
1,2,Genre_0,4e-04,2e-04,0.0168,0.0115,0.5683,2e-04,1,unw
1,2,Genre_1,0.0289,0.0216,0.1593,0.0464,0.0171,0.0074,0.999,unw
1,2,Genre_2,0.0569,0.0921,0.2586,0.1361,0,0.0352,0.0035,unw
1,2,Genre_3,0.0087,0.0627,0.173,0.312,0,0.054,0,unw
1,2,Genre_4,0.1229,0.0874,0.313,0.1136,0,0.0356,0.0031,unw
1,2,Genre_5,0.0029,0.0018,0.0511,0.0225,0.2278,0.0011,1,unw
1,2,Genre_6,0.0124,0.0065,0.0993,0.0601,0.0018,0.006,1,unw
1,2,Genre_7,0.0278,0.0909,0.2279,0.2771,0,0.0631,0,unw
1,2,Genre_8,0.0243,0.0923,0.2227,0.3054,0,0.068,0,unw
1,2,Genre_9,0.0196,0.0554,0.1826,0.1962,0,0.0358,0.0028,unw
1,2,Genre_10,0.0134,0.0484,0.1669,0.2097,0,0.035,0.0038,unw
1,2,Genre_11,0.0214,0.088,0.2166,0.3075,0,0.0666,0,unw
1,2,Genre_12,0,2e-04,0.0084,0.0233,0.3173,2e-04,1,unw
1,2,Genre_13,0.0089,0.0505,0.1578,0.2636,0,0.0416,3e-04,unw
1,2,Genre_14,0.0167,0.0443,0.1673,0.1648,0,0.0276,0.0405,unw
1,2,Genre_15,0.0406,0.1021,0.2479,0.2481,0,0.0615,0,unw
1,2,Genre_16,0.0031,0.0065,0.0691,0.0486,0.0138,0.0034,1,unw
1,2,Genre_17,0.0146,0.0837,0.2042,0.3384,0,0.0691,0,unw
1,2,Genre_18,6e-04,6e-04,0.0238,2e-04,0.9914,0,1,unw
1,2,Genre_19,0.0074,0.0084,0.0924,0.0113,0.5504,0.001,1,unw
1,2,Genre_20,0.0322,0.0114,0.1491,0.14,0,0.0209,0.2139,unw
1,2,Genre_21,0.0462,0.0692,0.2327,0.0986,0,0.0229,0.1347,unw
1,2,Genre_22,0.0243,0.01,0.132,0.1082,0,0.0143,0.6724,unw
1,2,Genre_23,0.035,0.0388,0.1844,0.0208,0.303,0.0038,1,unw
1,2,Genre_24,0.0064,0.0024,0.0711,0.057,0.0018,0.0041,1,unw
1,2,Genre_25,0.0295,0.0057,0.1264,0.1886,0,0.0238,0.1086,unw
1,2,Genre_26,0.0023,0.0014,0.042,0.0228,0.2584,0.001,1,unw
1,2,Genre_27,0.0159,0.0112,0.1186,0.0401,0.0371,0.0048,1,unw
1,2,Genre_28,0.0763,0.105,0.2894,0.0991,0,0.0287,0.0294,unw
1,2,Genre_29,0.0043,4e-04,0.0475,0.0817,0,0.0039,1,unw
1,2,Genre_30,0.0029,8e-04,0.046,0.0463,0.012,0.0021,1,unw
1,2,Genre_31,0.0047,0.0012,0.0537,0.0649,0.0011,0.0035,1,unw
1,2,Genre_32,0.0066,0.0014,0.0628,0.0834,0,0.0052,1,unw
1,2,Genre_33,0.039,0.0106,0.1665,0.1709,0,0.0285,0.0315,unw
1,2,Genre_34,0.005,0.0024,0.0639,0.0422,0.0243,0.0027,1,unw
1,2,Genre_35,0.0301,0.0302,0.1922,4e-04,0.9836,1e-04,1,unw
1,2,Genre_36,0.1804,0.0464,0.3159,0.4241,0,0.134,0,unw
1,2,Genre_37,0.0287,0.0051,0.1278,0.1851,0,0.0236,0.1137,unw
1,2,Genre_38,0.0449,0.0086,0.1629,0.2225,0,0.0362,0.0024,unw
1,2,Genre_39,0.0959,0.0402,0.2507,0.2225,0,0.0558,0,unw
1,2,Genre_40,0.012,0.0031,0.0866,0.1028,0,0.0089,0.9871,unw
1,2,Genre_41,0.0204,0.0035,0.1041,0.1621,0,0.0169,0.4595,unw
1,2,Genre_42,0.0208,0.0065,0.1192,0.1201,0,0.0143,0.6697,unw
1,2,Genre_43,0.1146,0.0282,0.2569,0.3362,0,0.0864,0,unw
1,2,Genre_44,0.148,0.0968,0.3317,0.1544,0,0.0512,0,unw
1,2,Genre_45,0.055,0.0431,0.221,0.0537,0.0054,0.0119,0.8638,unw
1,2,Genre_46,0.0971,0.0748,0.2827,0.0788,1e-04,0.0223,0.1575,unw
1,2,Genre_47,0.0775,0.0848,0.2758,0.0266,0.1734,0.0073,0.9991,unw
1,2,Genre_48,0.0816,0.1089,0.3058,0.0895,0,0.0274,0.043,unw
1,2,Genre_49,0.0328,0.0216,0.1639,0.0688,4e-04,0.0113,0.9007,unw
1,2,Genre_50,0.019,0.0055,0.107,0.1266,0,0.0135,0.7346,unw
1,2,Genre_51,0.1146,0.0551,0.2782,0.214,0,0.0595,0,unw
1,2,Genre_52,0.0371,0.0219,0.173,0.0876,0,0.0152,0.5985,unw
1,2,Genre_53,0.0369,0.0049,0.1426,0.2244,0,0.032,0.0105,unw
1,2,Genre_54,0.0453,0.0139,0.1695,0.1849,0,0.0313,0.013,unw
1,2,Genre_55,0.0089,0.001,0.0696,0.1142,0,0.008,0.9969,unw
1,2,Genre_56,0.0041,0.001,0.0511,0.0607,0.0018,0.0031,1,unw
1,2,Genre_57,0.0099,0.0069,0.0882,0.0346,0.0904,0.003,1,unw
1,2,Genre_58,0.0181,0.0074,0.112,0.0948,0,0.0106,0.9348,unw
1,2,Genre_59,0.0016,0.0094,0.0706,0.1111,0,0.0079,0.9974,unw
1,2,Genre_60,0.0025,8e-04,0.0403,0.0432,0.0299,0.0017,1,unw
1,2,Genre_61,0.0023,2e-04,0.0325,0.0656,0.0023,0.0021,1,unw
1,2,Genre_62,2e-04,0,0.0084,0.0231,0.3173,2e-04,1,unw
1,2,Genre_63,0,2e-04,0.0252,0.0078,0.3173,2e-04,1,unw
1,2,Genre_64,0.0056,0.0163,0.0975,0.109,0,0.0106,0.9342,unw
1,2,Genre_65,0.0017,0.0016,0.046,0.0039,0.8222,2e-04,1,unw
1,2,Genre_66,0.005,0.0135,0.0913,0.0928,0,0.0085,0.9929,unw
1,2,Genre_67,0.007,0.0413,0.1459,0.2355,0,0.0343,0.0047,unw
1,2,Genre_68,2e-04,2e-04,0.0119,1e-04,0.995,0,1,unw
1,3,pre_citCount,1.5357,1.7533,0.5431,0.4005,0,0.1688,0,unw
1,3,firstyear:a1980,0.0014,0,0.0403,0.0338,0,0.0014,0,unw
1,3,firstyear:a1981,0.0016,0.0015,0.0482,6e-04,NA,0,NA,unw
1,3,firstyear:a1982,0.0035,0,0.0489,0.0714,NA,0.0035,NA,unw
1,3,firstyear:a1983,0.0041,0.001,0.0537,0.057,NA,0.0031,NA,unw
1,3,firstyear:a1984,0.0105,0.0041,0.0837,0.0767,NA,0.0064,NA,unw
1,3,firstyear:a1985,0.0348,0.0122,0.1622,0.1392,NA,0.0226,NA,unw
